program_id,title,program_description,cleaned_description
46465,Le passager,"Le psychiatre Mathias Freire et la flic Anaïs Chatelet enquêtent sur des crimes inspirés de la mythologie grecque. Mais quand Mathias prend en charge un témoin amnésique, il se reconnaît dans ces symptômes : est-il lui aussi en train de perdre la mémoire","le psychiatre mathias freire et la flic anaïs chatelet enquêtent sur des crimes inspirés de la mythologie grecque. mais quand mathias prend en charge un témoin amnésique, il se reconnaît dans ces symptômes : est-il lui aussi en train de perdre la mémoire"
50458,Le Paris souterrain,"Un voyage exceptionnel dans le ventre de la ville la plus visitée au monde. Le métro parisien est un patrimoine unique. Composé de milliers de kilomètres de galeries et de tunnels, ce labyrinthe sera présenté par ceux dont la passion est d'explorer et de maintenir ce monde souterrain","un voyage exceptionnel dans le ventre de la ville la plus visitée au monde. le métro parisien est un patrimoine unique. composé de milliers de kilomètres de galeries et de tunnels, ce labyrinthe sera présenté par ceux dont la passion est d'explorer et de maintenir ce monde souterrain"
50649,La guerre de 1870 - Les dernières cartouches,"Il y a cent cinquante ans, le 2 septembre 1870, Napoléon III capitulait dans la honte à Sedan. La République renaissante, pour s’imposer, doit écrire un nouveau roman national notamment autour de l’héroïsation du soldat et du désir de revanche. La guerre franco-prussienne de 1870, courte et brutale, en plus de fonder les rapports de force en Europe au début du XXème siècle, devient fabrique de mythes pour la mémoire républicaine émergeant des ruines de l’Empire.","il y a cent cinquante ans, le 2 septembre 1870, napoléon iii capitulait dans la honte à sedan. la république renaissante, pour s’imposer, doit écrire un nouveau roman national notamment autour de l’héroïsation du soldat et du désir de revanche. la guerre franco-prussienne de 1870, courte et brutale, en plus de fonder les rapports de force en europe au début du xxème siècle, devient fabrique de mythes pour la mémoire républicaine émergeant des ruines de l’empire."
50211,Pokémon : Arceus et le Joyau de Vie,"Le combat de l'espace et du temps - mondes déformés et dimensions alternatives - continue, et Sacha et ses amis sont de nouveau pris dans la tempête. La ville de Michina est au cœur de l'action. Elle a une longue histoire, et un passé troublé, vis...","le combat de l'espace et du temps - mondes déformés et dimensions alternatives - continue, et sacha et ses amis sont de nouveau pris dans la tempête. la ville de michina est au cœur de l'action. elle a une longue histoire, et un passé troublé, vis..."
43373,Rex,"Un agent de police décède dans une fusillade mais son fidèle compagnon Rex en réchappe. Chargé de l'affaire, Richard Moser fait la rencontre avec le chien et décide de le garder. Pendant près de 20 ans, Rex incarnera à l'écran le chien flic le plus connu au monde.","un agent de police décède dans une fusillade mais son fidèle compagnon rex en réchappe. chargé de l'affaire, richard moser fait la rencontre avec le chien et décide de le garder. pendant près de 20 ans, rex incarnera à l'écran le chien flic le plus connu au monde."
42258,French bashing,"Il suffit de regarder quelques films, séries ou dessins animés hollywoodiens, d’allumer Fox News, d’ouvrir un tabloïd britannique pour y découvrir quelques plaisants stéréotypes sur les Français : leur caractère insupportable, leur mode de vie totalement inadapté au monde moderne et leur ingratitude diplomatique. French bashing analyse les stéréotypes qui circulent sur la France et les Français dans le monde","il suffit de regarder quelques films, séries ou dessins animés hollywoodiens, d’allumer fox news, d’ouvrir un tabloïd britannique pour y découvrir quelques plaisants stéréotypes sur les français : leur caractère insupportable, leur mode de vie totalement inadapté au monde moderne et leur ingratitude diplomatique. french bashing analyse les stéréotypes qui circulent sur la france et les français dans le monde"
42877,Yétili,"Toujours accompagné des deux charmantes petites souris Nina et Léon, Yétili nous entraîne dans un merveilleux voyage au pays de la littérature jeunesse, à la découverte de nouveaux livres.","toujours accompagné des deux charmantes petites souris nina et léon, yétili nous entraîne dans un merveilleux voyage au pays de la littérature jeunesse, à la découverte de nouveaux livres."
50576,Refroidis,"En Norvège, Nils, un conducteur de chasse-neige à l'apparence tranquille, apprend le décès de son fils. Mais il réfute la version d'une mort par overdose avancée par les autorités. Persuadé que son fils ne se droguait pas, il se met à la recherche des meurtriers et se lance dans une vengeance aveugle...","en norvège, nils, un conducteur de chasse-neige à l'apparence tranquille, apprend le décès de son fils. mais il réfute la version d'une mort par overdose avancée par les autorités. persuadé que son fils ne se droguait pas, il se met à la recherche des meurtriers et se lance dans une vengeance aveugle..."
43532,Angelo la débrouille,"Angelo la débrouille, un petit garçon plutôt futé d’à peine 10 ans, aime autant s’interroger sur le sens de la vie que jouer à des jeux avec ses meilleurs amis, Lola et Victor.","angelo la débrouille, un petit garçon plutôt futé d’à peine 10 ans, aime autant s’interroger sur le sens de la vie que jouer à des jeux avec ses meilleurs amis, lola et victor."
44038,Tina & Tony,"Tina, l’éléphant, et Tony, l’hippopotame, sont deux amis inséparables, qui s’aiment malgré leurs personnalités bien différentes. Ensemble, ils créent et imaginent leur propre monde rempli de joie, d’aventures et d’amour.","tina, l’éléphant, et tony, l’hippopotame, sont deux amis inséparables, qui s’aiment malgré leurs personnalités bien différentes. ensemble, ils créent et imaginent leur propre monde rempli de joie, d’aventures et d’amour."
44297,Masha et Michka,"Masha et Michka raconte les aventures d'une petite fille, Masha, et de son ami Michka, avec délicatesse, sentiments et humour. Masha est une adorable, hyperactive petite fille qui n'arrive pas facilement à se poser tant son énergie est grande - tout ce qui entre en contact avec son univers est prétexte à expérience et jeux.","masha et michka raconte les aventures d'une petite fille, masha, et de son ami michka, avec délicatesse, sentiments et humour. masha est une adorable, hyperactive petite fille qui n'arrive pas facilement à se poser tant son énergie est grande - tout ce qui entre en contact avec son univers est prétexte à expérience et jeux."
50152,Un crime à élucider : l'Affaire Robinson,"Par une nuit de mars, Nicholas Robinson, jeune homme sans histoire de 19 ans, est sauvagement poignardé dans les escaliers d’un immeuble de Bristol en Angleterre. Il meurt des suites de ses blessures peu de temps après son agression. Les motifs du meurtre sont inconnus et les caméras de surveillance ne permettent pas d’identifier le meurtrier.

Une série récompensée de plusieurs Bafta en 2016 : meilleure série documentaire, meilleure réalisation et meilleur montage documentaire de l’année.","par une nuit de mars, nicholas robinson, jeune homme sans histoire de 19 ans, est sauvagement poignardé dans les escaliers d’un immeuble de bristol en angleterre. il meurt des suites de ses blessures peu de temps après son agression. les motifs du meurtre sont inconnus et les caméras de surveillance ne permettent pas d’identifier le meurtrier.

une série récompensée de plusieurs bafta en 2016 : meilleure série documentaire, meilleure réalisation et meilleur montage documentaire de l’année."
51264,Les 20 ans de la téléréalité,"Retour sur l’incroyable succès du premier grand télécrochet français : Popstars ! Du casting jusqu’à l’album, il suit la création d’un groupe de musique : les L5, adulées par des millions de fans du jour au lendemain. 20 ans après, Marjorie, Coralie et Louisy Joseph n’ont rien oublié du choc que cette notoriété soudaine a été pour elles. Avec Santi et le coach vocal Richard Cross, elles nous racontent la folle aventure qu’ils ont tous vécue.","retour sur l’incroyable succès du premier grand télécrochet français : popstars ! du casting jusqu’à l’album, il suit la création d’un groupe de musique : les l5, adulées par des millions de fans du jour au lendemain. 20 ans après, marjorie, coralie et louisy joseph n’ont rien oublié du choc que cette notoriété soudaine a été pour elles. avec santi et le coach vocal richard cross, elles nous racontent la folle aventure qu’ils ont tous vécue."
48055,Hollywood stories,"Hollywood stories retrace la carrière de ces acteurs et actrices qui ont marqué le cinéma hollywoodien. Au travers d'extraits de films et d'interviews, ce documentaire explore la vie de ces stars planétaires.","hollywood stories retrace la carrière de ces acteurs et actrices qui ont marqué le cinéma hollywoodien. au travers d'extraits de films et d'interviews, ce documentaire explore la vie de ces stars planétaires."
45120,Comme une image,"Lolita, 20 ans, est complexée par ses kilos en trop et souffre du peu d'attention que lui témoigne son père, l'écrivain et éditeur Etienne Cassard. Ce dernier a refait sa vie avec la jeune Karine, qui lui a donné une petite fille. Lolita prend des cours de chant auprès de Sylvia Millet, dont le mari, Pierre, est lui aussi écrivain. Mais un écrivain amer qui rumine son insuccès","lolita, 20 ans, est complexée par ses kilos en trop et souffre du peu d'attention que lui témoigne son père, l'écrivain et éditeur etienne cassard. ce dernier a refait sa vie avec la jeune karine, qui lui a donné une petite fille. lolita prend des cours de chant auprès de sylvia millet, dont le mari, pierre, est lui aussi écrivain. mais un écrivain amer qui rumine son insuccès"
49595,Thais : hymne à la joie,"Spectacle de Thaïs Vauquières et Stéphane Casez
Mise en scène : Stéphane Casez
au Théâtre de l'Alhambra

Originaire de Lyon, Thaïs Vauquières est une jeune humoriste qui monte et dont on se demande où elle va bien pouvoir s'arrêter. 
Thaïs aime l'extrême ! Elle boit, sort, a des parents qui ont oublié de grandir, fait de l'asthme tout en fumant un paquet par jour et se tape des réveils « gueule de bois / pilule du lendemain » de professionnelle !
Venez découvrir son « Hymne à la joie » !","spectacle de thaïs vauquières et stéphane casez
mise en scène : stéphane casez
au théâtre de l'alhambra

originaire de lyon, thaïs vauquières est une jeune humoriste qui monte et dont on se demande où elle va bien pouvoir s'arrêter. 
thaïs aime l'extrême ! elle boit, sort, a des parents qui ont oublié de grandir, fait de l'asthme tout en fumant un paquet par jour et se tape des réveils « gueule de bois / pilule du lendemain » de professionnelle !
venez découvrir son « hymne à la joie » !"
39953,Le viager,"1930. Léon Galipeau, médecin à Paris, pense aider son frère Emile en lui conseillant d'acheter en viager la propriété de Louis Martinet, un de ses patients qui possède une petite maison à St-Tropez. D'après le diagnostic de Léon, ce célibataire de 59 ans n'en aurait plus pour longtemps à vivre. Mais Louis Martinet s'obstine à ne pas mourir ! Excédés, les Galipeau vont tout faire pour se débarrasser de l'encombrant propriétaire...","1930. léon galipeau, médecin à paris, pense aider son frère emile en lui conseillant d'acheter en viager la propriété de louis martinet, un de ses patients qui possède une petite maison à st-tropez. d'après le diagnostic de léon, ce célibataire de 59 ans n'en aurait plus pour longtemps à vivre. mais louis martinet s'obstine à ne pas mourir ! excédés, les galipeau vont tout faire pour se débarrasser de l'encombrant propriétaire..."
46887,Au coeur du zoo de Paris,"Ce film nous plonge au cœur du Parc zoologique de Paris où cohabitent 150 espèces sauvages venues de tous les continents, soit plus de 1000 animaux au total. Le film est le témoin privilégié de toutes ces vies auxquelles le simple visiteur n’a pas accès.","ce film nous plonge au cœur du parc zoologique de paris où cohabitent 150 espèces sauvages venues de tous les continents, soit plus de 1000 animaux au total. le film est le témoin privilégié de toutes ces vies auxquelles le simple visiteur n’a pas accès."
48825,La Doña,"Altagracia Sandoval est une puissante femme d'affaires connue pour sa soif de pouvoir et son caractère impitoyable. Mais derrière son apparente cruauté, se cache une femme blessée par les épreuves du passé. Alors qu'il y a des années, elle a abandonné sa fille à la naissance, le destin les réunit à nouveau lorsqu'elles tombent amoureuses du même homme. Entre ambition et vengeance, séduction et trahison, les deux femmes vont s'avérer prêtes à tout pour défendre leurs intérêts...","altagracia sandoval est une puissante femme d'affaires connue pour sa soif de pouvoir et son caractère impitoyable. mais derrière son apparente cruauté, se cache une femme blessée par les épreuves du passé. alors qu'il y a des années, elle a abandonné sa fille à la naissance, le destin les réunit à nouveau lorsqu'elles tombent amoureuses du même homme. entre ambition et vengeance, séduction et trahison, les deux femmes vont s'avérer prêtes à tout pour défendre leurs intérêts..."
45077,Kirikou et la sorcière,"Il était une fois dans un village, quelque part en Afrique...Une petite voix, provenant du ventre d'une femme enceinte dit : ""Mère, enfante-moi !"" Un petit garçon sort ainsi de sa mère, coupe le cordon et déclare : 'Je m'appelle KIRIKOU'. Bien vite il découvre que son village est sous l'emprise de la terrible KARABA, une méchante sorcière entourée de fétiches soumis et redoutables...KIRIKOU réussira t-il a délivrer son village du mauvais sort","il était une fois dans un village, quelque part en afrique...une petite voix, provenant du ventre d'une femme enceinte dit : ""mère, enfante-moi !"" un petit garçon sort ainsi de sa mère, coupe le cordon et déclare : 'je m'appelle kirikou'. bien vite il découvre que son village est sous l'emprise de la terrible karaba, une méchante sorcière entourée de fétiches soumis et redoutables...kirikou réussira t-il a délivrer son village du mauvais sort"
50342,"Legacy, notre héritage","Dix ans après « Home », Yann Arthus- Bertrand revient avec « Legacy », un puissant cri du cœur. Il y partage une vision sensible et radicale de notre monde, qu'il a vu se dégrader le temps d'une génération, et y dévoile une planète en souffrance, une humanité déboussolée incapable de prendre au sérieux la menace qui pèse sur elle et sur tous les êtres vivants. Pour le réalisateur, il y a urgence : chacun peut et doit accomplir des gestes forts pour la planète l'avenir de nos enfants...","dix ans après « home », yann arthus- bertrand revient avec « legacy », un puissant cri du cœur. il y partage une vision sensible et radicale de notre monde, qu'il a vu se dégrader le temps d'une génération, et y dévoile une planète en souffrance, une humanité déboussolée incapable de prendre au sérieux la menace qui pèse sur elle et sur tous les êtres vivants. pour le réalisateur, il y a urgence : chacun peut et doit accomplir des gestes forts pour la planète l'avenir de nos enfants..."
47319,Halloween Island,"Kai, Leilani et Eddie, trois enfants que tout oppose, doivent mettre de côté leurs différences pour sauver Hawaï d’un terrible démon légendaire qu’ils ont réveillé par erreur.","kai, leilani et eddie, trois enfants que tout oppose, doivent mettre de côté leurs différences pour sauver hawaï d’un terrible démon légendaire qu’ils ont réveillé par erreur."
47509,La lettre oubliée,"Henri a toujours été amoureux de Claire, sa voisine et amie au lycée, mais n'a jamais osé lui donner la lettre dans laquelle il se déclarait. Après 10 ans passés sans se voir, Henri revient organiser les 50 ans de sa mère et Claire est également de retour pour vendre la maison de sa grand-mère. Les amis se redécouvrent avec plaisir jusqu'à ce que Rich, le petit ami de Claire, tombe par hasard sur la lettre oubliée...","henri a toujours été amoureux de claire, sa voisine et amie au lycée, mais n'a jamais osé lui donner la lettre dans laquelle il se déclarait. après 10 ans passés sans se voir, henri revient organiser les 50 ans de sa mère et claire est également de retour pour vendre la maison de sa grand-mère. les amis se redécouvrent avec plaisir jusqu'à ce que rich, le petit ami de claire, tombe par hasard sur la lettre oubliée..."
43674,Cash investigation,"Présenté par Elise Lucet, Cash Investigation est un magazine d'enquête et d'information qui se penche sur un sujet économique et de consommation. La journaliste propose une enquête circonstanciée concernant une thématique proche des préoccupations des Français.","présenté par elise lucet, cash investigation est un magazine d'enquête et d'information qui se penche sur un sujet économique et de consommation. la journaliste propose une enquête circonstanciée concernant une thématique proche des préoccupations des français."
47996,Speakerine,"En 1962, une speakerine qui fait les beaux soirs de la télévision française, Christine, est victime d'une agression, dans les studios. Le public se passionne pour la vie de trois speakerines, dont les parcours professionnels et les sensibilités sont peu à peu révélés.","en 1962, une speakerine qui fait les beaux soirs de la télévision française, christine, est victime d'une agression, dans les studios. le public se passionne pour la vie de trois speakerines, dont les parcours professionnels et les sensibilités sont peu à peu révélés."
32825,Bones,"Bones est une série policière à la fois noire et humoristique, inspirée de la vie de l'auteure et anthropologue judiciaire Kathy Reichs. Le Dr Temperance ""Bones"" Brennan (Emily Deschanel) est une anthropologue judiciaire hautement qualifiée qui travaille à l'Institut Jefferson de Washington. Lorsque les corps de personnes décédées ne peuvent être identifiés, le FBI l'appelle afin qu'elle détermine les causes du décès grâce aux indices dissimulés sur les squelettes des victimes...","bones est une série policière à la fois noire et humoristique, inspirée de la vie de l'auteure et anthropologue judiciaire kathy reichs. le dr temperance ""bones"" brennan (emily deschanel) est une anthropologue judiciaire hautement qualifiée qui travaille à l'institut jefferson de washington. lorsque les corps de personnes décédées ne peuvent être identifiés, le fbi l'appelle afin qu'elle détermine les causes du décès grâce aux indices dissimulés sur les squelettes des victimes..."
48494,Jean Ferrat,"L'éternel demi-sourire de Jean Ferrat a masqué trois grandes tragédies. Celle de l'enfant dont le père fut déporté. Celle de l'homme qui vécut l'autodestruction de sa femme. Celle du militant qui vit l'effondrement de toutes ses espérances. Et pourtant, Jean Ferrat n'a jamais cessé, à travers ses chansons, de promouvoir un message fraternel. La fragilité, les blessures, les émotions violentes, il faut les rechercher à travers son répertoire, de «Ma Môme» à «Nuit et brouillard», de «C'est beau la","l'éternel demi-sourire de jean ferrat a masqué trois grandes tragédies. celle de l'enfant dont le père fut déporté. celle de l'homme qui vécut l'autodestruction de sa femme. celle du militant qui vit l'effondrement de toutes ses espérances. et pourtant, jean ferrat n'a jamais cessé, à travers ses chansons, de promouvoir un message fraternel. la fragilité, les blessures, les émotions violentes, il faut les rechercher à travers son répertoire, de «ma môme» à «nuit et brouillard», de «c'est beau la"
42862,"Hé, Oua-Oua","Chaque matin, les parents emmènent leurs enfants( un petit groupe d’animaux appelés les P’tits loups) chez Oua-Oua, un gros chien très affectueux à mi-chemin entre l‘animateur et le professeur d’école maternelle. Les enfants s’amusent, apprennent, découvrent.","chaque matin, les parents emmènent leurs enfants( un petit groupe d’animaux appelés les p’tits loups) chez oua-oua, un gros chien très affectueux à mi-chemin entre l‘animateur et le professeur d’école maternelle. les enfants s’amusent, apprennent, découvrent."
46135,Le village de Dany,Le plus gentil des félins revient. Dany le petit tigre vit d'incroyables aventures entouré de tous ses amis.,le plus gentil des félins revient. dany le petit tigre vit d'incroyables aventures entouré de tous ses amis.
50751,Charité,"Berlin, 1888. La jeune orpheline Ida, sans le sou, est opérée en urgence à l’hôpital de la Charité. Contrainte de rembourser ses frais de traitement, elle travaille à l’hôpital comme infirmière et se découvre une passion pour la médecine. À une époque où les femmes n'ont guère droit à l'enseignement supérieur, Ida affirme son esprit libre et rebelle. Tout au long de son parcours, elle rencontre des médecins extraordinaires, des chercheurs et de futurs lauréats du prix Nobel.","berlin, 1888. la jeune orpheline ida, sans le sou, est opérée en urgence à l’hôpital de la charité. contrainte de rembourser ses frais de traitement, elle travaille à l’hôpital comme infirmière et se découvre une passion pour la médecine. à une époque où les femmes n'ont guère droit à l'enseignement supérieur, ida affirme son esprit libre et rebelle. tout au long de son parcours, elle rencontre des médecins extraordinaires, des chercheurs et de futurs lauréats du prix nobel."
51162,2001 : l'odyssée de l'espace,"A l'aube de l'humanité, des singes anthropoïdes vivent dans un milieu hostile et violent. Quelques-uns d'entre eux découvrent un jour un énigmatique monolithe noir, tombé du ciel, qui semble modifier leur comportement. Soudain inspiré, l'un de ces primates crée le premier outil avec un os..","a l'aube de l'humanité, des singes anthropoïdes vivent dans un milieu hostile et violent. quelques-uns d'entre eux découvrent un jour un énigmatique monolithe noir, tombé du ciel, qui semble modifier leur comportement. soudain inspiré, l'un de ces primates crée le premier outil avec un os.."
49737,La cérémonie,"Les Lelièvre, un couple bourgeois d'une parfaite éducation, engagent une jeune bonne, Sophie, pour les aider à tenir leur grande maison isolée dans la campagne bretonne. Le comportement de Sophie, dure, fermée et presque toujours silencieuse, les déroute. Un jour, Sophie se lie d'amitié avec la postière..","les lelièvre, un couple bourgeois d'une parfaite éducation, engagent une jeune bonne, sophie, pour les aider à tenir leur grande maison isolée dans la campagne bretonne. le comportement de sophie, dure, fermée et presque toujours silencieuse, les déroute. un jour, sophie se lie d'amitié avec la postière.."
45532,The Royals,"Découvrez la vie déjantée d'une famille royale britannique pas comme les autres : la reine Helena, son mari et ses trois enfants. Le prince Robert est l'héritier au trône et le prince Liam et sa sœur jumelle Eleanor, profitent quant à eux pleinement de leur statut, et se retrouvent au cœur de nombreux scandales. Lorsque Robert meurt dans un accident d'avion, Liam est placé sous le feu des projecteurs, et doit assumer ses responsabilités.","découvrez la vie déjantée d'une famille royale britannique pas comme les autres : la reine helena, son mari et ses trois enfants. le prince robert est l'héritier au trône et le prince liam et sa sœur jumelle eleanor, profitent quant à eux pleinement de leur statut, et se retrouvent au cœur de nombreux scandales. lorsque robert meurt dans un accident d'avion, liam est placé sous le feu des projecteurs, et doit assumer ses responsabilités."
51553,Les évadés d'Auschwitz,"Rudolf Vrba était un juif slovaque retenu dans le tristement célèbre camp d'Auschwitz. En avril 1944, il parvient à s'en évader avec l'espoir d'avertir le monde de la destruction imminente des juifs hongrois et d'inciter les juifs à la révolte. Son histoire extraordinaire est relatée dans ce documentaire, à travers une série d'interviews et de scènes de reconstruction émouvantes...","rudolf vrba était un juif slovaque retenu dans le tristement célèbre camp d'auschwitz. en avril 1944, il parvient à s'en évader avec l'espoir d'avertir le monde de la destruction imminente des juifs hongrois et d'inciter les juifs à la révolte. son histoire extraordinaire est relatée dans ce documentaire, à travers une série d'interviews et de scènes de reconstruction émouvantes..."
45169,Big Fish,"Will ne connaît son père Edward qu'à travers les récits fantastiques qu'il lui a racontés toute sa vie. Aussi, lorsqu'Edward est sur le point de mourir, Will le presse de lui relater la véritable histoire de sa vie. Mais Edward continue à décrire son existence comme un conte et mélange réalité et fiction...","will ne connaît son père edward qu'à travers les récits fantastiques qu'il lui a racontés toute sa vie. aussi, lorsqu'edward est sur le point de mourir, will le presse de lui relater la véritable histoire de sa vie. mais edward continue à décrire son existence comme un conte et mélange réalité et fiction..."
50429,L'arbre des anges,"Mariée avec un homme alcoolique et violent, Lynn quitte son époux le jour de Thanksgiving et refait sa vie dans une autre ville avec ses enfants Thomas et Sara. Onze mois plus tard, à l'approche de Noël et alors qu'elle a du mal à joindre les deux bouts, Lynn inscrit ses enfants à une opération de l'armée du salut, « l'arbre des anges ». Les enfants inscrivent leur liste de Noël sur un ange en papier déposé sur un sapin ; le public peut alors choisir un ange et offrir les cadeaux demandés par l'enfant...","mariée avec un homme alcoolique et violent, lynn quitte son époux le jour de thanksgiving et refait sa vie dans une autre ville avec ses enfants thomas et sara. onze mois plus tard, à l'approche de noël et alors qu'elle a du mal à joindre les deux bouts, lynn inscrit ses enfants à une opération de l'armée du salut, « l'arbre des anges ». les enfants inscrivent leur liste de noël sur un ange en papier déposé sur un sapin ; le public peut alors choisir un ange et offrir les cadeaux demandés par l'enfant..."
42975,50' inside,"Retrouvez tous les replay et vidéos de 50' inside, les interviews exclusives des stars, les news people et photos de 50' inside, un magazine présenté par Nikos Aliagas en exclusivité sur MYTF1.","retrouvez tous les replay et vidéos de 50' inside, les interviews exclusives des stars, les news people et photos de 50' inside, un magazine présenté par nikos aliagas en exclusivité sur mytf1."
46492,Entre le coeur et la raison,"À l'initiative de son amie et responsable Avery Goldstein, l'éditrice Natalie Holland accepte à contrecœur d'accompagner la parution du prochain roman à l'eau de rose de Beverly Wilcox, auteure de best-sellers mais odieux personnage. Pour que Natalie, malchanceuse en amour, trouve enfin le partenaire idéale, Avery l'incite à écouter d'avantage sa raison que son cœur...","à l'initiative de son amie et responsable avery goldstein, l'éditrice natalie holland accepte à contrecœur d'accompagner la parution du prochain roman à l'eau de rose de beverly wilcox, auteure de best-sellers mais odieux personnage. pour que natalie, malchanceuse en amour, trouve enfin le partenaire idéale, avery l'incite à écouter d'avantage sa raison que son cœur..."
51622,Dans l'intimité des nazis,"Pour la première fois, ce film montre la vie privée de l'Allemagne nazie avant la Seconde Guerre mondiale en couleurs réelles. 86 heures de séquences inédites constituent les archives de ce documentaire époustouflant. Des moments privés de la vie quotidienne, capturés exclusivement en couleur par des cinéastes amateurs, permettent de visualiser un aperçu intime et sans précédent de la vie sous le Troisième Reich.","pour la première fois, ce film montre la vie privée de l'allemagne nazie avant la seconde guerre mondiale en couleurs réelles. 86 heures de séquences inédites constituent les archives de ce documentaire époustouflant. des moments privés de la vie quotidienne, capturés exclusivement en couleur par des cinéastes amateurs, permettent de visualiser un aperçu intime et sans précédent de la vie sous le troisième reich."
46055,Ricky Zoom,"Topez les roues, et venez rejoindre nos amis motos Ricky et les as du guidon à Wheelford dans leurs nouvelles aventures ! Avec ses meilleurs amis Loop, Scootio et DJ, Ricky est prêt à secourir chaque moto en détresse; aidés de leurs nouveaux gadge...","topez les roues, et venez rejoindre nos amis motos ricky et les as du guidon à wheelford dans leurs nouvelles aventures ! avec ses meilleurs amis loop, scootio et dj, ricky est prêt à secourir chaque moto en détresse; aidés de leurs nouveaux gadge..."
45596,Les aventures de Petit Ours Brun,"Oh oh tiens, voilà Petit Ours Brun ! Dans un univers tendre et coloré, Petit Ours Brun vit de délicieuses aventures soulignant chaque moment important de la vie d’un enfant : l'amitié, les petites joies et les grandes, les premières fois et les bons moments en famille.","oh oh tiens, voilà petit ours brun ! dans un univers tendre et coloré, petit ours brun vit de délicieuses aventures soulignant chaque moment important de la vie d’un enfant : l'amitié, les petites joies et les grandes, les premières fois et les bons moments en famille."
48928,Un mensonge oublié,,
48868,Attentats de Paris: sur les traces des terroristes,L'enquête qui a suivi les attentats de novembre 2015.,l'enquête qui a suivi les attentats de novembre 2015.
12464,RÉNOVATION IMPOSSIBLE,"La vente se déroule à Lake Worth. Une ancienne école de 36m², comportant une seule grande pièce est mise aux enchères. Vendu au prix de 200$, Donna & Toni mettent Randy au défi de réaliser un plus gros bénéfices en aménageant un simple container. Ont-elles eu raison de se lancer dans ce pari ?","la vente se déroule à lake worth. une ancienne école de 36m², comportant une seule grande pièce est mise aux enchères. vendu au prix de 200$, donna & toni mettent randy au défi de réaliser un plus gros bénéfices en aménageant un simple container. ont-elles eu raison de se lancer dans ce pari ?"
47516,Vous les femmes,"""Vous les femmes"" est un programme court d'humour écrit et interprété par deux jeunes comédiennes bourrées de talent et de drôlerie, Judith Siboni et Olivia Côte.","""vous les femmes"" est un programme court d'humour écrit et interprété par deux jeunes comédiennes bourrées de talent et de drôlerie, judith siboni et olivia côte."
43593,Mongeville,"A Bordeaux, Antoine Mongeville, un ancien juge d'instruction, aide une jeune inspectrice de la PJ à résoudre de mystérieuses disparitions.","a bordeaux, antoine mongeville, un ancien juge d'instruction, aide une jeune inspectrice de la pj à résoudre de mystérieuses disparitions."
49528,Mort d'Hitler : Les témoins,"Le 30 avril 1945, Hitler, acculé, se donnait la mort dans son bunker. Trois ans plus tard, pour faire taire les rumeurs qui disaient le dictateur toujours vivant, le juge de Nuremberg, Michael Musmanno, recueillit les témoignages de sa garde rapprochée qui a suivi ses dernières heures. Ces interviews, qui servent de trame au documentaire, permettent de retracer la dernière journée d'Hitler.","le 30 avril 1945, hitler, acculé, se donnait la mort dans son bunker. trois ans plus tard, pour faire taire les rumeurs qui disaient le dictateur toujours vivant, le juge de nuremberg, michael musmanno, recueillit les témoignages de sa garde rapprochée qui a suivi ses dernières heures. ces interviews, qui servent de trame au documentaire, permettent de retracer la dernière journée d'hitler."
47491,"Vétérinaires, leur vie en direct","Leur vie en direct est un documentaire retraçant la vie et le quotidien de différents corps de métier : vétérinaires, flics, pompiers ... Des histoires parfois surprenantes surviennent ainsi que des aventures humaines passionnantes et des destins qui se croisent. Des enjeux forts et de l'émotion.","leur vie en direct est un documentaire retraçant la vie et le quotidien de différents corps de métier : vétérinaires, flics, pompiers ... des histoires parfois surprenantes surviennent ainsi que des aventures humaines passionnantes et des destins qui se croisent. des enjeux forts et de l'émotion."
46238,Olivia Alessandri,"Cinq années ont passé pour Olivia Alessandri depuis les événements de La Vengeance aux yeux clairs.. Réconciliée avec son passé tourmenté, elle a ouvert un cabinet d’avocat à Nice avec un credo : défendre les causes perdues","cinq années ont passé pour olivia alessandri depuis les événements de la vengeance aux yeux clairs.. réconciliée avec son passé tourmenté, elle a ouvert un cabinet d’avocat à nice avec un credo : défendre les causes perdues"
50177,Pokémon 13 le film : Zoroark le maître des illusions,Sacha et ses amis arrivent à Crown city pour regarder la Pokemon Backer World Cup.. Durant leur voyage ils rencontrent un Pokémon nommé Zorua qui est seul et qui est à la recherche de son ami. Ils décident alors de le laisser venir avec eux afin d...,sacha et ses amis arrivent à crown city pour regarder la pokemon backer world cup.. durant leur voyage ils rencontrent un pokémon nommé zorua qui est seul et qui est à la recherche de son ami. ils décident alors de le laisser venir avec eux afin d...
