program_id,title,tag_genre,tag_sous_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked
47894,Meurtres à l'île de Ré,telefilms,policier,45.0,1.0,5527.0,830,1,15,551,199,643,205,848,5527.0,4135772.0,3845280.0,290492.0,"Un homme en tenue de bagnard est retrouvé mort sur la plage de la Citadelle. Démarre alors pour Vincent Pelletier une enquête aussi étrange que délicate, la victime étant un ami proche du procureur Clergeau en charge de l’affaire. Par ailleurs, Vincent est perturbé par la venue sur l’Ile de sa demi-soeur Margaux, décidée à prouver l’innocence de leur père incarcéré à la prison de Saint-Martin-de-Ré pour viol et meurtre.",75.83
46194,Le secret d'Elise,series,"drame,fantastique",36.0,6.0,3309.5,1099,0,49,847,166,642,510,1152,19857.0,15196285.0,13131463.0,2064822.0,"Nous sommes en 2013 : un jeune couple s’installe dans une belle maison provençale hantée par le fantôme d’une petite fille, morte en 1969 dans d’étranges circonstances. En 1986, une autre famille habite cette même maison et est confrontée à l’inquiétante amitié entre leur fille et le fantôme. Que s’est-il vraiment passé en 1969, comment Elise a-t-elle pu se noyer ? Sa mère ne se contente pas de la thèse accidentelle..",55.73
50339,Monsterland,series,"horreur,thriller-suspense",38.0,8.0,2882.38,2149,1,48,1313,697,641,1561,2202,23059.0,20174133.0,13918672.0,6255461.0,"Afin de reprendre le contrôle de leur destin, des individus épuisés par la vie commettent des actes désespérés... Sont-ils devenus des monstres ? En tout cas, certains viennent les hanter pour les mettre face à leur plus grande peur... Cette série d'anthologie horrifique est inspirée de l'œuvre de Nathan Ballingrud, auteur américain à succès spécialiste d'horreur et de fantaisie. Monsterland s'immisce dans les pensées les plus sombres des personnages : la dépression, la solitude, le déni..",29.11
45776,Les Marseillais vs le Reste du monde,divertissement,serie-realite,27.0,66.0,2707.59,2469,0,179,1456,836,632,2025,2657,178701.0,42303955.0,37063906.0,5240049.0,"Depuis cinq ans, la grande famille des Marseillais et celle du Reste du Monde se défient sans relâche dans une compétition électrique avec un seul objectif en tête : gagner ! Cette année, la victoire est une question d'honneur pour le Reste du Monde ! Mais attention, les Marseillais sont eux aussi plus en forme que jamais.",23.79
47451,"Merci pour tout, Charles",telefilms,comedie,44.0,1.0,4772.0,753,0,19,510,188,632,140,772,4772.0,3712122.0,3467966.0,244156.0,"Une bourgeoise, larguée par son mari après 30 ans de mariage, reprend sa vie en main..",81.87
50432,L'heure du crime,telefilms,thriller-suspense,54.0,1.0,5363.0,861,0,24,527,262,627,259,886,5363.0,3955479.0,3591145.0,364334.0,"Le PDG d'une importante entreprise est froidement assassiné, à 22h44 précises. L'agent fédéral Jordan Price est envoyée par le FBI pour enquêter aux côtés de la police locale. La piste du crime de pouvoir est tout d'abord envisagée, mais un autre dirigeant de la société est abattu le lendemain, à 22h44 également. L'heure du crime est donc la clé de l'énigme...",70.77
50155,La tour 2 de contrôle infernale,films,comedie,31.0,1.0,5110.0,1087,0,47,475,540,627,512,1139,5110.0,4251978.0,3416961.0,835017.0,"Avant de devenir les laveurs de carreaux de la tour Montparnasse infernale, Ernest Krakenkrick et Bachir Bouzouk ont officié en tant que pilotes de l'armée française. Lors d'un accident de centrifugeuse, ils ont perdu tant de neurones qu'ils ne peuvent plus exercer leur profession...",55.05
46387,Quatre mariages et un enterrement,films,"comedie,romance",38.0,1.0,6785.0,999,0,40,658,248,625,415,1040,6785.0,5124841.0,4381465.0,743376.0,"Charles est célibataire. Seul compte son petit cercle d'amis, composé de Fiona, Gareth, Tom, Matthew et Scarlett. L'amour ne le tente pas et quand il fait la connaissance de Carrie lors d'un mariage où il officie en tant que témoin, il n'imagine en rien la passion qui va l'envahir. Charles tombe amoureux de Carrie et ses retrouvailles quelques mois plus tard avec la demoiselle, sur le point de se marier avec un riche Ecossais, ne vont que confirmer les sentiments qu'il éprouve",60.1
47898,Meurtres à Cognac,telefilms,policier,49.0,1.0,5481.0,739,1,18,491,175,624,136,760,5481.0,3947335.0,3723148.0,224187.0,"Le maître de chai d’une grande maison de Cognac est retrouvé étranglé et brûlé. La capitaine Clémentine Segonzac est chargée de l’enquête. Elle doit collaborer avec Yassine Benjebbour un capitaine récemment arrivé des quartiers nord de Marseille. Des grandes maisons aux clients passionnés, leur enquête sur cette mort mystérieuse va les mener à explorer l’univers fascinant et secret du Cognac et éclairer d’un nouveau jour l’histoire familiale de Clémentine.",82.11
43456,Cerise,films,comedie,35.0,1.0,5222.0,921,1,47,642,199,623,346,969,5222.0,3898524.0,3288304.0,610220.0,"A 14 ans, Cerise est incontrôlable. Sa mère décide de l'envoyer en Ukraine chez son père. Ils doivent vivre ensemble alors que la jeune fille ne pense qu'à rentrer à Paris. Elle fait la connaissance de Nina qui lui apprend à être moins égoïste. C'est alors que la révolution ukrainienne éclate..",64.29
47993,"Quand je serai grande, je te tuerai",telefilms,"drame,thriller-suspense",43.0,2.0,2959.0,754,1,22,554,154,622,159,781,5918.0,4239315.0,3972285.0,267030.0,"Enfant, Jeanne a assisté au meurtre de sa mère. Vingt-quatre ans plus tard, elle est toujours hantée par ce mystérieux meurtrier que la police n'a jamais pu retrouver. Un jour, elle croise Alexandre, un médecin bien sous tous rapports. Jeanne est aussitôt persuadée qu'elle a, devant elle, l'assassin de sa mère..",79.64
46894,Lebowitz contre Lebowitz,series,"comedie-dramatique,judiciaire",46.0,16.0,3198.06,1001,0,15,682,222,620,398,1018,51169.0,31088470.0,29354265.0,1734205.0,"Paule est une brillante avocate de 50 ans qui a consacré sa vie au cabinet qu’elle a créé avec son ex-­mari, Simon Lebowitz. Sa vie bascule le jour où elle découvre que Simon s’est secrètement remarié avec Irène, une associée de 20 ans sa cadette, qu’elle avait elle-­même recrutée. Et lorsque Simon meurt brutalement d’une crise cardiaque, Paule et Irène se retrouvent inéluctablement liées pour diriger le cabinet Lebowitz. Deux rivales de taille, un crêpage de chignon en bonne et due forme",60.9
45110,RRRrrr !!!,films,comedie,34.0,1.0,5667.0,981,0,53,547,356,616,418,1034,5667.0,4328378.0,3629709.0,698669.0,"Il y a quelque 35 000 ans, en pleine préhistoire, la tribu des Cheveux-Propres coulait des jours paisibles, tout juste troublés par les vaines tentatives de leurs voisins les Cheveux-Sales pour leur ravir le secret... du shampoing. Mais un drame va venir bouleverser l'existence des premiers : le meurtre d'une femme - le premier de l'histoire de l'humanité.",59.57
46191,Le prix de la loyauté,telefilms,"drame,policier",45.0,1.0,5393.0,702,0,13,461,171,610,108,718,5393.0,3937510.0,3758319.0,179191.0,"Le capitaine Paul Danceny se retrouve en garde à vue. Il a été trouvé penché sur le corps de Gabriel Vasseur, médecin dans une clinique renommée de chirurgie esthétique, Vandeuil. Paul n’est pas étranger à l’affaire : il est l’amant de la femme du directeur de la clinique. Marie Jourdan vole au secours de son ami et coéquipier. Elle le fait sortir de garde à vue. À la recherche de l’assassin, ils plongent dans les secrets de la clinique. Et l’enquête leur réservera bien des surprises...",84.96
10712,Les Reines du Shopping,divertissement,"jeu,mode-beaute",35.0,318.0,3048.56,1912,0,91,1375,357,609,1402,2011,969443.0,38161365.0,32994085.0,5167280.0,Les candidates relèvent un nouveau défi : 2h30 de shopping suivi d'un maquillage et d'une coiffure home-made en seulement 20 minutes !,30.28
46979,Quiz,series,"drame,fait-divers-or-histoire-vraie",40.0,3.0,2925.33,978,0,14,578,314,603,391,994,8776.0,6550618.0,5607156.0,943462.0,"Angleterre, 2001. Charles Ingram remporte la somme maximale au jeu « QUI VEUT GAGNER DES MILLIONS ?  ». Mais sa joie sera de courte durée. Il est accusé d’avoir triché avec l’aide de sa femme. Sont-ils coupables ?",60.66
46220,Les mystères du Bois Galant,telefilms,"drame,policier",53.0,1.0,5486.0,720,0,14,455,194,600,135,735,5486.0,3933721.0,3692199.0,241522.0,"Emma Thélier, capitaine de police, est en congés dans sa Charente natale quand au détour de son jogging en forêt, elle tombe sur un homme assassiné. Emma, connaissant bien la région et ayant fait les premières constatations, se voit confier l'enquête en compagnie du capitaine de gendarmerie Adrien Klévec, récemment muté là et avec qui elle a passé la nuit précédente. Une aventure sans lendemain pour les deux policiers, aussi gênés l'un que l'autre de se retrouver en binôme.",81.63
46244,La vengeance aux yeux clairs,series,thriller-suspense,39.0,14.0,3074.43,916,0,30,648,192,594,354,948,43042.0,24557764.0,23208961.0,1348803.0,"Emma est officiellement morte dans un accident qui a tué sa mère et son frère. Dix ans après, elle revient sur la Côte d’Azur sous une nouvelle identité - Olivia - et avec une seule idée en tête : infiltrer et faire payer la riche famille responsable du crime",62.66
46210,Meurtres en Cornouaille,telefilms,policier,48.0,1.0,5981.0,815,1,11,543,180,593,236,829,5981.0,4206785.0,3847034.0,359751.0,"Le corps de Morgane, 25 ans, est retrouvé dans l'eau accroché à une balise. Il porte un déguisement de Dahut, figure féminine de la mythologie bretonne, morte justement noyée. Marion et Tristan Legay sont mis sur l'enquête. En couple dans la vie et dans le travail, ils traversent une période personnelle difficile. Le retour d'une de leurs amies d'enfance, Katell Morvan, fait resurgir les secrets et les mensonges de leur jeunesse.",71.53
50759,L'esquive,films,"comedie-dramatique,romance",37.0,1.0,7138.0,1743,0,46,1182,435,592,1204,1796,7138.0,5980002.0,4347675.0,1632327.0,"A 15 ans, Abdelkrim, dit Krimo, vit dans une HLM de la banlieue parisienne. Entre sa mère vendeuse et son père incarcéré, il rêve de partir au bout du monde en voilier. Amoureux de Lydia, Krimo s'inscrit dans la troupe de théâtre de l'école pour jouer à ses côtés dans une pièce de Marivaux..",32.96
47747,"T'en fais pas, j'suis là",telefilms,drame,41.0,1.0,5526.0,808,0,29,606,143,589,248,837,5526.0,3724035.0,3355130.0,368905.0,"Jonathan Rivière est un avocat d’affaires réputé. Il est papa d’un petit Gabriel de 12 ans mais il est un père absent. Aussi, c’est Sophie la maman qui s’en occupe …il lui donne de l’argent pour que Gabriel ne manque de rien. Pourtant Gabriel a besoin d’un père…il a du retard et souffre d’un trouble comportemental. Un jour, le diagnostic tombe : Gabriel est autiste",70.37
44594,"Eva, dans son mood",divertissement,telerealite,28.0,8.0,958.5,2372,0,90,1702,500,588,1881,2469,7668.0,6048813.0,3885865.0,2162948.0,"Eva, nouvelle star pop urbaine aux 40 millions de VV sur son titre « ON FLEEK » déchaîne les passions sur les RS.
Découvrez son quotidien pro/perso, les secrets de la construction de sa carrière.",23.82
50764,Venus Beauté (Institut),films,"comedie-dramatique,romance",42.0,1.0,6108.0,1057,0,35,656,301,588,505,1093,6108.0,4456578.0,3693217.0,763361.0,"Nadine dirige le ""Vénus Beauté"", un salon parisien. Elles sont trois à l'assister : Samantha, Marie et Angèle, qui s'investit complètement dans son travail. Il est vrai qu'Angèle n'attend plus rien des hommes, sinon quelques minutes de plaisir avec des inconnus. Un jour, un homme l'aborde dans un café..",53.8
45179,Souviens-toi… l'été dernier 2,films,"horreur,thriller-suspense",37.0,1.0,5787.0,801,0,25,514,237,584,243,827,5787.0,3944778.0,3515267.0,429511.0,"Après le terrible carnage au cours duquel leurs amis ont été assassinés, Julie et Ray tentent de retrouver une vie normale. Julie, toujours épouvantée par le souvenir du tueur, craint sans cesse que celui-ci ne réapparaisse. Au cours d'un week-end aux Bahamas avec une amie, le fou ressurgit du passé...",70.62
46203,Meurtres à Sarlat,telefilms,policier,48.0,1.0,5545.0,702,0,13,449,193,579,138,717,5545.0,3825208.0,3611066.0,214142.0,"Dans le sud-ouest de la France, la commune de Sarlat fut le théâtre de violentes révoltes paysannes au 17 ème siècle : les Jacqueries de Croquants. Le fils du plus grand producteur de confit de la région est assassiné selon un rituel qui rappelle ces événements du passé. Pour enquêter, la capitaine Claire Dalmas de la section de recherche de Bordeaux, femme autoritaire et indépendante, est obligée de revenir dans sa ville d’enfance qu’elle fuit depuis 15 ans",80.75
43446,Section de recherches,series,policier,41.0,38.0,3011.63,2045,0,56,1339,498,578,1528,2106,114442.0,23060463.0,16294635.0,6765828.0,"A  Nice, la section de recherches dirigée par le lieutenant Martin Bernier (Xavier Deluc) enquête au quotidien sur les enlèvements d'enfants, les disparitions, les crimes sanguinaires ou sexuels.  Retrouvez tous les replay et videos de Section de recherches, les interviews exclusives des acteurs, les bonus vidéos de toutes les saisons, les news et photos de Section de recherches :  Xavier Deluc (Capitaine Martin Bernier), Franck Sémonin (Lucas Auriol), Julie Fournier (Roxane Janin), Chrystelle …",27.45
45101,Les enquêtes du département V : Délivrance,films,"policier,thriller-suspense",51.0,1.0,6430.0,770,0,15,458,258,577,210,787,6430.0,4217169.0,3836885.0,380284.0,"Un message est retrouvé dans une bouteille échouée sur les côtes du Jutland. La bouteille, manifestement très ancienne, a dû traverser les océans pour arriver jusque-là. Mais le message semble, lui, indéchiffrable. C'est alors que le département V, spécialisé dans les affaires non résolues, se voit soumettre le problème. Grâce à leur mode de pensée tout à fait particulier, Morck et Assad trouvent une nouvelle approche et mettent ainsi le doigt sur une affaire absolument terrifiante..",73.32
50763,Killer Joe,films,"drame,thriller-suspense",44.0,1.0,5902.0,1018,0,33,451,484,574,478,1052,5902.0,4121769.0,3450163.0,671606.0,"A 22 ans, Chris, un trafiquant de drogue sans envergure, est dans une bien mauvaise passe. Il doit trouver 6000 dollars dans les plus brefs délais s'il veut sauver sa peau. Aussi décide-t-il de faire assassiner sa mère, qui a contracté une assurance vie de 50 000 dollars. Il fait appel à un tueur à gages..",54.56
51282,Tom Tom et Nana,jeunesse,"6-8-ans,dessins-animes",30.0,52.0,420.0,392,659,32,281,84,571,512,1083,21840.0,5956322.0,5610811.0,345511.0,"Retrouvez les deux héros de la célèbre bande dessinée publiée depuis plus de vingt ans dans ""J'AIME LIRE"" dans cette série réservée strictement aux enfants ! Tom Tom et Nana sont deux enfants bruyants, malicieux, chahuteurs et ingénieux qui ne...",52.72
46451,Meurtres en pays d'Oléron,telefilms,"drame,policier",49.0,1.0,5706.0,684,0,24,422,189,571,140,711,5706.0,3895080.0,3667806.0,227274.0,"Le corps d'un ostréiculteur du bassin de Marennes Oléron est retrouvé dans un cimetière abandonné depuis plus de 200 ans. Nu, en position foetale, l'homme a été poignardé. Une affaire qui va plonger le capitaine Judith Valeix et son acolyte, le médecin légiste Vincent Lazare, dans le passé de ce pays de marais.",80.31
46464,Au-delà des murs,series,"drame,horreur",44.0,3.0,2813.33,1449,0,52,1009,344,570,934,1504,8440.0,7030541.0,4969716.0,2060825.0,"Lisa s’installe dans une maison dont elle a mystérieusement hérité, plusieurs années après la mort de son propriétaire. Peu à peu, elle y découvre des espaces bien plus grands que ce que la vieille demeure peut contenir..",37.9
46204,Meurtres dans les Landes,telefilms,policier,47.0,1.0,5450.0,696,0,16,456,178,565,149,714,5450.0,3717630.0,3513493.0,204137.0,"À Hossegor Juliette Laborde, une jeune notable, est retrouvée assassinée dans les mêmes conditions qu’une bergère accusée à tort 600 ans plus tôt. Le meurtrier a-t-il voulu faire passer un message en se servant de cette légende célèbre dans les Landes ?
La capitaine de la gendarmerie locale Isabelle Hirigoyen va faire équipe avec l’officier de douane judiciaire Walter Beaumont pour mener l’enquête.",79.13
40783,Quartier des banques,series,drame,52.0,12.0,2913.42,994,0,21,526,372,558,459,1017,34961.0,19454287.0,18065665.0,1388622.0,Un thriller sur les zones d’ombre d’une banque privée familiale.,54.87
12476,La petite histoire de France,series,humour,39.0,222.0,171.11,764,1,30,366,342,551,248,799,37987.0,3117286.0,3035215.0,82071.0,"Tout le monde connait Jeanne d'Arc, Louis XIV et Napoléon. Leurs cousins, en revanche, ne sont pas rentrés dans l'histoire... La Petite Histoire de France a décidé de réparer cette erreur. 3 époques : 3 cousins oubliés de la Grande Histoire. Une série produite par Jamel Debbouze.",68.96
46458,Crime dans les Alpilles,telefilms,"comedie,policier",51.0,1.0,5420.0,653,0,19,398,192,551,121,672,5420.0,3660004.0,3452105.0,207899.0,"À Maussane, au cœur de la Provence, Caroline Autiero, une jeune femme d'une trentaine d'années, mariée à Laurent, quinquagénaire propriétaire d'un moulin à huile, est assassinée. Elisabeth Richard, vice-procureur, et Paul Jansac, commandant de gendarmerie, sont contraints de coopérer, malgré leurs dissensions, pour élucider ce crime. Au fil de l'enquête, Elisabeth et Paul démêlent d'inextricables affaires de familles, qui se livrent une concurrence impitoyable dans le secteur oléicole.",81.99
46843,Meurtres en Martinique,telefilms,policier,48.0,1.0,5752.0,669,0,23,415,198,551,143,694,5752.0,3716535.0,3456132.0,260403.0,"Le cadavre d'une jeune femme est découvert au sommet du volcan de la Montagne Pelée, en Martinique. Son identification nécessite la venue d'un membre de la police scientifique de Paris, le capitaine Léna Valrose. Bien qu'originaire de Martinique, la jeune femme, qui a grandi à Clermont-Ferrand, n'a jamais posé le pied sur l'île. Elle fait équipe avec Paul Ventura, arrivé de métropole vingt ans plus tôt et définitivement converti aux coutumes locales.",79.39
45876,La petite maison dans la prairie,series,drame,39.0,210.0,2845.18,1424,2,56,1019,308,549,937,1486,597487.0,40964262.0,37852608.0,3111654.0,"Véritable institution dans le paysage des séries télé, La petite maison dans la prairie raconte l'histoire d'une famille de pionniers américains, les Ingalls, venue s'installer au 19ème siècle dans le Minnesota à Plum Creek près d'un village nommé Walnut Grove. La série retrace la vie de cette famille de fermiers, leurs joies, leurs drames et les épreuves qu'ils devront traverser.",36.94
47890,La disparue du Pyla,telefilms,policier,47.0,1.0,5846.0,709,0,13,454,188,549,173,722,5846.0,3659639.0,3392068.0,267571.0,"Elise Castel, journaliste à Bordeaux, revient dans son village d'enfance après avoir appris qu'un corps avait été découvert au Pyla. Persuadée qu'il s'agit de sa soeur, Laura, disparue il y a une quinzaine d'années, Elise va voir la police. Celle-ci confirme rapidement l'identité de la victime et se met à enquêter pour comprendre ce qui s'était passé quand elle n'avait que 10 ans. Laura l'avait emmenée en pleine nuit dans la forêt. Cette nuit-là, Laura trouva la mort et élise perdit la mémoire.",76.04
46215,Maddy Etcheban,telefilms,"drame,policier",49.0,1.0,5591.0,694,0,25,456,172,547,174,721,5591.0,3523733.0,3269492.0,254241.0,"Maddy Etcheban est flic à Bayonne, mais plus que tout, elle est la mère de Clément, un autiste dont elle a seule la charge depuis la mort de son mari. Le jour où l'institut qui s'occupe de son fils lui annonce qu'ils ne peuvent plus le garder,  Maddy doit trouver une solution au risque de voir Clément finir dans un hôpital psychiatrique. Totalement démunie, elle envisage de laisser tomber sa carrière...",75.87
46186,Crime dans l'Hérault,telefilms,"policier,thriller-suspense",50.0,1.0,5557.0,674,0,20,432,173,545,151,696,5557.0,3702016.0,3472782.0,229234.0,"La patronne d’une boite de nuit huppée du Cap d’Agde est retrouvée assassinée dans son bureau. 
La vice-procureure Elisabeth Richard et le capitaine Jouanic pensent d’abord à un crime crapuleux, son coffre ayant été vidé. Un second crime, celui du directeur d’un camping retrouvé mort avec un masque de renard, les intrigue davantage.",78.3
47403,Meurtres en Cotentin,telefilms,policier,49.0,1.0,5569.0,654,0,10,414,171,540,126,666,5569.0,3455810.0,3273027.0,182783.0,"Le corps d'un homme est retrouvé, des branches de genêt disposées autour de lui. François Lehodey, promoteur immobilier sans scrupule, avait de nombreux ennemis. Mais plusieurs témoins disent avoir croisé une jeune femme rousse vêtue de blanc. La capitaine de gendarmerie Hélène Ribero est épaulée dans son enquête Alice Hamel, naguère suspectée d'être la Dame blanche...",81.08
46964,La dernière vague,series,"drame,fantastique",43.0,6.0,3049.67,968,0,39,645,249,538,469,1007,18298.0,11936849.0,10444022.0,1492827.0,"A Brizan, paisible station balnéaire des Landes, tout bascule avec l'apparition d'un mystérieux nuage qui va provoquer la brève disparition de surfeurs et bouleverser la vie des habitants",53.43
46216,Le mystère des majorettes,telefilms,"drame,policier",51.0,1.0,5472.0,642,0,18,419,151,534,127,661,5472.0,3352815.0,3164723.0,188092.0,"Dans une petite ville de Charente-Maritime, un drame vient de se produire : une jeune majorette a été retrouvée morte dans la glacière qui orne le domaine de la riche madame Li, une viticultrice chinoise installée depuis quinze ans dans la région. Pour Claire, capitaine de gendarmerie en charge de l'affaire, l'enquête s'annonce compliquée.",80.79
45172,Instinct de survie - The Shallows,films,"horreur,thriller-suspense",38.0,1.0,4973.0,881,0,36,537,290,532,387,919,4973.0,3164002.0,2666390.0,497612.0,"Nancy se rend sur une plage paradisiaque et isolée pour y pratiquer le surf. Attaquée par un énorme requin blanc, elle se réfugie sur un rocher situé à 200 mètres de la plage. Blessée et poursuivie sans cesse par le squale, elle ne peut regagner la rive. Le temps passe, l'énergie de la jeune femme faiblit...",57.89
47701,Confessions d'un psychopathe,documentaire,affaires-criminelles,40.0,1.0,2746.0,615,0,16,451,121,531,101,632,2746.0,1794315.0,1690357.0,103958.0,"Piers Morgan se retrouve face à Paris Bennett, diagnostiqué psychopathe avec un QI de génie. Depuis sa geôle texane, Paris Bennett explique à Piers Morgan pourquoi, à 13 ans, il a tué sa jeune sœur, âgée de 4 ans, pour punir leur mère… Un criminel plus intelligent, plus rusé et plus manipulateur que tous ceux que Piers Morgan a rencontrés auparavant !",84.02
50762,Seraphine,films,"biopic,drame",50.0,1.0,7254.0,751,0,27,451,216,531,249,780,7254.0,4409750.0,3926796.0,482954.0,"1914. Wilhem Uhde, amateur et marchand d'art allemand, s'installe au rez-de-chaussée d'une maison bourgeoise de Senlis. C'est là qu'il fait la connaissance de Séraphine, la femme de ménage du lieu. D'apparence rustre, celle-ci a un secret : elle peint fiévreusement dans sa chambrette et consacre tout l'argent que lui rapporte ses divers petits boulots à l'achat de fournitures",68.08
50639,Fatmagül,series,drame,46.0,169.0,2716.98,817,0,44,649,113,530,332,862,459170.0,69859970.0,69068791.0,791179.0,"Fatmagül attend avec impatience son mariage avec Mustapha. Mais un soir, elle croise le chemin d'un groupe de 4 hommes, dont 3 d'entre eux l'agressent sexuellement. Kerim, le seul innocent, décide de porter la responsabilité du crime pour protéger ses amis. Pour laver son honneur, Fatmagül, elle, doit se marier. Non pas avec l'homme qu'elle aime, mais avec celui qu'elle considère comme son agresseur...",61.48
46445,Je hais les enfants,telefilms,comedie,39.0,1.0,5361.0,831,0,38,574,171,529,340,869,5361.0,3349858.0,2894332.0,455526.0,"Mariée depuis douze ans, Florence a toujours veillé au bien-être de sa famille. Mais une certaine lassitude s'empare de cette mère modèle. Le bruit, l'agitation des enfants, l'attitude de son mari : Florence ne supporte plus de vivre enfermée. Elle demande un peu plus de liberté, un peu plus de temps pour elle. Mais ce comportement surprend son petit monde",60.87
51696,Mon gâteau est le meilleur de France,divertissement,"cuisine,docurealite",34.0,5.0,3124.4,2548,0,41,1770,578,528,2064,2592,15622.0,16263585.0,8128477.0,8135108.0,"Cyril Lignac et sa bande de joyeux experts en plaisirs sucrés s'en vont sillonner la France entière à la recherche du Meilleur Gâteau de France. Entre saveurs bretonnes, spécialités normandes et entremets exotiques, les papilles de nos jurés vont voyager pour le meilleur et parfois pour le pire… Quel pâtissier de la région remportera la mise ? Qui aura la chance de se qualifier pour la semaine de finale nationale et peut-être voir son gâteau commercialisé dans une prestigieuse enseigne ?",20.37
51498,"Philip, une vie de prince",documentaire,"histoire,portrait",43.0,1.0,2952.0,716,0,15,530,128,526,207,733,2952.0,1922827.0,1696240.0,226587.0,"Né à Corfu en 1921, le prince Philip a vécu sur la scène internationale depuis son mariage en 1947 avec la reine Elisabeth II. Ce documentaire passionnant est un portrait puissant et inédit d'un homme qui a souvent fait l'objet d'opinions contradictoires mais qui est devenu le membre le plus populaire de la famille royale au sein du personnel de Buckingham, lui qui était considéré comme un véritable ""homme du peuple"".",71.76
42995,Quotidien,magazine,actualite-info,34.0,122.0,2681.27,1908,1,62,882,827,522,1465,1987,327115.0,30189923.0,25838891.0,4351032.0,Retrouvez Yann Barthès et son équipe,26.27
51474,Urgences,series,"drame,medical",37.0,331.0,2583.06,1790,0,31,1216,419,522,1299,1821,854992.0,17534580.0,13125567.0,4409013.0,"A Chicago, l'hôpital Cook County dispose d'un service des urgences dans lequel oeuvre une équipe de médecins dévoués et courageux, sous la houlette du docteur Mark Greene. Leur quotidien est ponctué de drames et de victoires, mais aussi de difficultés personnelles, professionnelles ou sentimentales",28.67
47852,Meurtres en Haute Savoie,telefilms,policier,48.0,1.0,5632.0,660,1,20,421,173,519,164,683,5632.0,3361431.0,3096701.0,264730.0,"Claire Garibaldi, brillante OPJ à Lyon, revient mener l’enquête sur les lieux de son enfance. Elle y retrouve son frère, Pierre, qui dirige la brigade de gendarmerie de proximité de Morzine. Ensemble, ils vont remonter le fil de l'histoire et enquêter sur des événements tragiques qui touchent une famille.",75.99
50264,Aventure d'un soir,films,"comedie,romance",36.0,1.0,4954.0,929,0,31,648,208,516,447,963,4954.0,3274000.0,2617313.0,656687.0,"Megan et Alec se sont rencontrés sur Internet et décident de vivre une aventure sans lendemain le temps d'une nuit. Lorsque qu'une dispute éclate entre ces amants d'un soir, Megan décide de fuir et d'oublier cette histoire sans importance. Mais une forte tempête de neige l'oblige à rester sur place...",53.58
46897,Meurtres dans le Morvan,telefilms,policier,49.0,1.0,5374.0,626,0,13,419,158,513,127,640,5374.0,3150530.0,2963689.0,186841.0,Une avocate est retrouvée morte dans la fontaine Sainte-Agathe. Cette fontaine a été le lieu de pèlerinage des nourrices du Morvan. Est-ce une coïncidence si la grand-mère de la défunte a également été retrouvée à cet endroit ? Maud Perrin est chargée de l'affaire.,80.16
46884,Meurtres à La Ciotat,telefilms,policier,45.0,1.0,5496.0,629,1,13,423,146,512,131,643,5496.0,3306432.0,3095935.0,210497.0,"La découverte du corps d’un homme pendu dans un hangar plonge la jeune commissaire Anne Sauvaire dans une enquête au cœur des chantiers navals de la Ciotat. La commissaire fraîchement diplômée va devoir affronter le scepticisme de ses équipes, la pression du procureur, mais aussi et surtout la compagnie ""forcée"" d'un journaliste franc-tireur, Batti Vergniot, qui semble en savoir beaucoup sur la ville et son passé",79.63
43241,JLC Family : Un nouveau départ,divertissement,telerealite,28.0,31.0,2579.03,1820,0,223,1293,381,512,1540,2052,79950.0,16296259.0,12200852.0,4095407.0,"Voilà déjà deux ans que la JLC Family a posé ses valises à Dubaï. Alors que la saison dernière s’achevait brutalement sur l’accident de Cayden, il est temps de prendre des nouvelles de la JLC Family. Dans cette 3ème saison, Jazz, Laurent, Cayden et Chelsea prennent un nouveau départ pour s’éloigner de ce qui a été la plus grosse frayeur de leur vie. La petite famille a décidé de déménager pour tourner la page ! Mais ce déménagement ne se fera pas sans quelques imprévus...",24.95
46810,Manon + Julien,divertissement,serie-realite,30.0,20.0,700.75,831,0,126,598,180,511,448,959,14015.0,4416118.0,3902099.0,514019.0,"Deux ans après la naissance de Tiago, la famille Tanti s'agrandit et accueille une petite fille : Angelina. Pour Manon et Julien, c'est le choix du roi. Suivez une nouvelle fois ce moment unique ! Entre leur emménagement à Dubaï et les préparatifs de l'arrivée du bébé, Julien et Manon sont plus qu'heureux de partager leur quotidien et cette grande nouvelle avec vous. Des inquiétudes de Julien, en passant par le stress et l'émotion de Manon, suivez l'arrivée de la petite Angelina...",53.28
50138,Don't Be Afraid of the Dark,films,"fantastique,horreur",39.0,1.0,5696.0,791,0,22,553,192,508,308,816,5696.0,3270651.0,2899313.0,371338.0,"Alex, sa fille Sally, 8 ans, et sa compagne, Kim, s'installent au manoir de Blackwood, à Rhode Island. Dès la première nuit, Sally découvre le terrible secret de la maison. Des créatures hostiles hantent les lieux et se livrent chaque nuit à divers actes de malveillance. Mais Alex et Kim accusent Sally...",62.25
