program_id,title,tag_genre,tag_sous_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked
47006,Une Américaine à Paris,telefilms,romance,50.0,1.0,4818.0,146,0,1,113,24,100,48,148,4818.0,906539.0,828008.0,78531.0,"Fille de viticulteur, Isabelle est aujourd'hui à la tête du vignoble familial. En quête de prestige, elle part pour Paris et participe à un célèbre concours de vin. La jeune femme y fait la connaissance de Jacques, un vigneron très réputé dans le monde viticole qui se révèle également être son concurrent...",67.57
50208,Pokémon 2 : Le pouvoir est en toi,jeunesse,films-danimation,29.0,1.0,4798.0,44,134,1,18,22,99,80,179,4798.0,613617.0,507040.0,106577.0,"Dans l'Archipel Orange situé tout au sud de Kanto, le Dresseur Gelardan a un plan sinistre : attraper les Pokémon légendaires Artikodin, Électhor et Sulfura dans le but de réveiller Lugia, le gardien des abysses... Lorsque Sacha et ses amis arrive...",55.31
50658,Ce que savait Jackie,,"histoire,politique",51.0,1.0,3311.0,130,0,2,101,11,99,33,132,3311.0,386725.0,360503.0,26222.0,"Les images retraçant la vie de Jackie Kennedy ne manquent pas mais ne révèlent guère d'indiscrétions. Ce document offre un regard nouveau sur la personnalité affirmée de celle qui fut la première dame des Etats-Unis la plus médiatisée et la plus admirée.  Si peu d'éléments du parcours et des infidélités de John Fitzgerald ont pu échapper à la presse, il subsiste des zones d'ombre. Le réalisateur tente de les découvrir, à travers des archives et grâce à une véritable traque à l'image.",75.0
44326,Les rois de la piscine,divertissement,decoration,34.0,26.0,1166.62,281,1,13,149,103,98,197,295,30332.0,1480880.0,1114157.0,366723.0,"Kelly Caviness et sa famille bâtissent des piscines dans l'Oklahoma. Quand Mike et Lisa ont décidé de remettre leur jardin à neuf, ils ont tout de suite pensé à Kelly. Son défi va être de remettre à neuf la piscine démodée, pour qu'elle soit en accord avec le reste de la maison et qu'elle s'intègre naturellement au paysage. En parallèle de cette réalisation, Kelly travaille sur une gigantesque piscine sur le thème des pirates, un projet en cours depuis près d'un an…",33.22
48941,Chirurgie à tout prix : l'espoir à domicile,divertissement,mode-beaute,33.0,8.0,2319.25,507,0,16,348,119,98,428,526,18554.0,2613645.0,1518509.0,1095136.0,"Terry Dubrow et Paul Nassif sont les chirurgiens esthétiques préférés de l'Amérique et les meilleurs dans leur domaine. Le duo s'est donné une mission de taille en collaborant pour venir en aide à des personnes défigurées de naissance, victimes d'accidents traumatiques ou encore de charlatans de la chirurgie... Mais vous allez voir qu'en réparant des corps, ce sont également des âmes que Terry et Paul remettent d'aplomb. Histoires bouleversantes en perspective !",18.63
49694,Pokémon le film - Kyurem vs la Lame de la Justice,jeunesse,"6-8-ans,films-danimation",33.0,1.0,4100.0,45,102,9,20,18,98,58,156,4100.0,495980.0,414362.0,81618.0,"Lors d'un voyage en train, Sacha et ses amis aperçoivent un Pokémon blessé qu'ils ne reconnaissent pas. Ils lui portent secours quand le train est attaqué par le Pokémon légendaire Kyurem ! Sacha et ses compagnons lui échappent et, une fois en séc...",62.82
47489,La Reine et le cardinal,telefilms,histoire,53.0,2.0,5899.5,215,0,3,139,54,98,120,218,11799.0,1586299.0,1240096.0,346203.0,,44.95
32829,L'invitation,divertissement,"humour,spectacle",38.0,1.0,5655.0,152,0,4,84,53,98,59,157,5655.0,755272.0,670041.0,85231.0,"Mise en scène : Philippe Lellouche
Il y a les amis d'enfance, les amis que l'on voit, ceux que l'on ne voit plus ou pas assez. Et puis il y a Charlie. Charlie c'est l'ami imaginaire que Daniel a créé pour tromper son épouse sans éveiller les soupçons. Charlie, c'était l'idée parfaite pour ne perdre ni sa femme, ni sa situation, ni son appartement, ni sa maîtresse. Jusqu'au jour où Catherine, sa femme, exaspérée peut-être, suspicieuse sans doute, demanda à le rencontrer...",62.42
50852,"Simone Veil, albums de famille",documentaire,politique,43.0,1.0,6608.0,142,0,5,100,23,98,50,148,6608.0,819828.0,701892.0,117936.0,"Simone Veil, disparue le 30 juin 2017 à l'âge de 89 ans, est entrée au Panthéon le 1er juillet 2018 à Paris. Symbole de résilience et de liberté, la jeune Simone Jacob, déportée à Auschwitz Birkenau en 1944, parvient à dépasser les traumatismes de la déportation, avant d'ouvrir la voie aux femmes en faisant légaliser l'avortement en 1975, marquant de son empreinte l'histoire de la France. C'est l'histoire d'un destin personnel et politique hors normes.",66.22
51415,Bluey,jeunesse,"3-5-ans,dessins-animes",36.0,38.0,418.34,27,184,3,15,10,97,117,214,15897.0,541872.0,456810.0,85062.0,"Bluey est une petite chienne bouvier australien dotée d’une imagination sans limite. Elle fait de la vie de famille une aventure quotidienne et ludique. Avec sa petite sœur Bingo, elle explore le monde qui les entoure par le jeu.",45.33
34196,Scorpion,series,policier,38.0,14.0,2401.29,247,0,9,146,87,97,160,257,33618.0,2619755.0,2078366.0,541389.0,"Walter O'Brien possède le 4ème Q.I. le plus élevé du monde. Avec son équipe de génies, il résout des crises urgentes et d'ampleur considérable, de celles que même la CIA ne parvient pas à régler seule. Inadaptés socialement, ils apprennent ensemble à vivre en communauté, à dépasser leurs peurs, leurs phobies et à vaincre leur solitude...

Avec Elyes Gabel, Katharine McPhee, Robert Patrick, Eddie Kaye Thomas, Ari Stidham et Jadyn Wong.",37.74
47488,Les chemins de l'école,documentaire,"voyage-decouvertes,education",39.0,20.0,1545.6,308,0,18,186,85,96,230,326,30912.0,2011195.0,1506850.0,504345.0,"A cheval, à dos d'âne, à vélo, sur l'eau ou à pied, sous la canicule ou dans un froid glacial, des enfants des quatre coins du monde vivent une véritable aventure pour accéder au savoir",29.45
47591,Trop jeune pour mourir,documentaire,"culture-art-spectacle,portrait",44.0,12.0,3108.58,693,0,22,430,201,96,620,716,37303.0,4502536.0,2521948.0,1980588.0,"“Trop jeune pour mourir” dévoile ces femmes et ces hommes derrière leurs mythes, leurs succès et leurs gloires précoces jusqu’au désespoir et la tragédie",13.41
1172,Dr Cath,documentaire,emotion,36.0,35.0,1333.34,276,0,7,187,66,96,188,284,46667.0,1406192.0,1079205.0,326987.0,"Avec une vie entièrement dévouée au bien-être des animaux, Catherine Dufrane nous emmène en immersion dans son quotidien. Entre visites de routine et graves urgences, la clinique du docteur Cath, située en Belgique, ne désemplit pas...",33.8
46172,Les rivières pourpres,series,"policier,thriller-suspense",52.0,16.0,2842.13,696,0,45,394,232,96,645,741,45474.0,4536796.0,1626613.0,2910183.0,"Le commissaire Pierre Niémans et le lieutenant Camille Delaunay, plus soudés que jamais après une série d’enquêtes sombres, complexes et nerveuses, sont une nouvelle fois appelés aux quatre coins de la France.",12.96
50257,Il était une fois une rencontre,telefilms,romance,41.0,1.0,4957.0,150,0,5,116,29,95,60,155,4957.0,624444.0,543923.0,80521.0,"Josh travaille dans la société immobilière de son père comme négociateur. Lorsqu'il se voit confier la gestion d'un gros projet à Los Angeles, Josh doit approcher le propriétaire d'un théâtre de quartier pour enfants pour le pousser à vendre. Avec l'aide de son frère, il va se faire engager par Tiffany la fille du propriétaire du théâtre, pour jouer dans la pièce à l'affiche…",61.29
50437,Rendez-vous interdits,telefilms,romance,42.0,1.0,5129.0,152,0,4,107,32,95,61,156,5129.0,559323.0,490709.0,68614.0,"Négligée par son mari bourreau de travail, Maren, jeune épouse, rencontre un homme sur un site de rencontres extraconjugales. Charmée par cet inconnu, elle se rend cependant compte que l'infidélité ne lui convient pas. Mais lorsque celui-ci est retrouvé mort dans une chambre d'hôtel, elle craint d'être la prochaine victime d'un serial killer qui traque les conjoints adultères via le fameux site web...",60.9
51111,Jeune femme cherche cavalier,telefilms,romance,44.0,1.0,4977.0,130,0,3,101,22,95,38,133,4977.0,609947.0,554348.0,55599.0,"Maisie a créé une application de rencontre qui a été sévèrement critiquée par le journaliste Luke Penzer. Pour trouver le cavalier qui l'accompagnera au mariage de sa sœur, Maisie décide de tester son application mais, suite à un bug, se retrouve avec deux prétendants dont le journaliste...",71.43
46962,Les saisons meurtrières,telefilms,thriller-suspense,54.0,4.0,5681.0,226,0,4,153,60,94,136,230,22724.0,2866826.0,2249477.0,617349.0,"Le commissaire Rousseau, de la brigade criminelle, et son adjointe, la jeune profileuse Mariella de Luca enquêtent sur une série de meurtres aux mises en scènes macabres",40.87
51687,Le temps de s'aimer,telefilms,romance,45.0,1.0,5110.0,129,0,2,95,18,94,37,131,5110.0,596725.0,533469.0,63256.0,"Présentatrice météo sur une chaine locale et future météorologue, Leah préfère rester célibataire pour se consacrer à sa carrière. Elle rencontre pourtant son charmant voisin, un producteur laitier qui va l'aider à prévoir le temps grâce à la nature...",71.76
49931,Raging Bull,films,"biopic,drame",41.0,1.0,7425.0,226,0,6,81,122,94,138,232,7425.0,884747.0,681834.0,202913.0,"En 1941, Jake LaMotta a tout juste 19 ans et une foi absolue en sa bonne étoile. Son frère Joey le persuade qu'il peut prétendre au titre de champion du monde de boxe. Jake s'entraîne sans relâche, mais un combat truqué entraîne sa suspension. Il tient sa revanche le jour où il bat Marcel Cerdan...",40.52
45264,Endométriose : elles brisent le tabou,documentaire,societe,36.0,1.0,7405.0,217,0,6,141,55,94,129,223,7405.0,1074344.0,788194.0,286150.0,"L'endométriose est une maladie chronique, exclusivement féminine, qui frappe 1 femme sur 10 en France, à tout âge. Liée aux règles, elle se manifeste par des douleurs insupportables et peut entraîner une infertilité irréversible si elle n'est pas dépistée et traitée rapidement. Mais beaucoup de celles qui en souffrent n'osent pas en parler. Elles ont peur de ne pas être prises au sérieux, par leur entourage familial, professionnel et même par leur médecin. Car le milieu médical connaît mal cette pathologie. Résultat, elle est diagnostiquée en moyenne 7 à 8 ans trop tard. Alors, pour sortir du silence et briser le tabou, plusieurs femmes ont accepté de témoigner à visage découvert devant nos caméras.

Énora Malagré, 37 ans, animatrice de télévision et comédienne, rêvait d'être maman. Mais elle a découvert trop tard qu'elle était atteinte d'endométriose. Aujourd'hui, après plusieurs fausses couches, elle doit se faire enlever l'utérus.
Sonia Dubois, 54 ans, journaliste et comédienne, a connu la joie de devenir mère à 39 ans malgré sa maladie. Depuis, elle milite pour que les médecins soient mieux formés et que les femmes cessent de souffrir en silence.
Chloé, 20 ans, étudiante à Aix-en-Provence, souffrait d'endométriose sans le savoir depuis ses premières règles, à 15 ans, au point d'avoir dû plusieurs fois interrompre ses études. 
Marine, 24 ans, esthéticienne à Caen, a souffert et consulté en vain pendant des années avant de connaître le nom de la maladie qui la rongeait. Depuis, elle a subi plusieurs opérations lourdes. Sa page sur les réseaux sociaux, intitulée « Mon combat contre l'endométriose », raconte son parcours du combattant.
Aurélie, 30 ans, hôtesse d'accueil à Cagnes-sur-Mer, a déjà fait deux fausses couches. Sa maladie aurait même pu briser son couple. Elle a alors décidé de se faire opérer devant nos caméras.
Samantha, 36 ans, restauratrice près de Mandelieu, est enceinte de 8 mois et demi après avoir bataillé pendant 20 ans contre l'endométriose, soutenue par son mari Jean-Claude. Ils nous font partager la naissance de ce bébé tant attendu !",42.15
42766,C'est toujours pas sorcier,jeunesse,"9-12-ans,emission",37.0,39.0,1605.23,177,166,28,89,66,94,277,371,62604.0,2574540.0,1910300.0,664240.0,"« CTPS », c’est le tout nouveau magazine de vulgarisation scientifique destiné à tous les curieux. Depuis leur cabane, nos apprentis scientifiques, Max Bird, Cécile Djunga et Mathieu Duméry, se penchent sur un thème qui fascine petits et grands. Guidés par SAMI, leur box d’apprentissage dont ils consultent les mises à jour, nos héros nous inviteront à un voyage ludique à travers les connaissances par le biais d’expérimentations, de maquettes et de reportages sur le terrain.",25.34
50550,The West par Robert Redford,documentaire,"aventure,western",48.0,8.0,2596.13,376,0,12,135,207,94,295,389,20769.0,2653732.0,1755700.0,898032.0,"L’histoire vraie d’hommes prêts à tout risquer pour vivre le rêve américain ! Production de très grande qualité, The West par Robert Redford propulse le téléspectateur dans le monde impitoyable des cowboys, des indiens, des hors-la-loi et des fines gâchettes. De Jesse James à Billy the Kid en passant par Sitting Bull, ils furent les premiers à vivre le rêve américain, mais aussi à en mourir. Découvrez leur histoire.",24.16
48498,Vivre sans eux,telefilms,,49.0,1.0,5218.0,152,0,3,124,21,94,61,155,5218.0,606648.0,517112.0,89536.0,,60.65
50992,La cage aux folles,divertissement,culture-art-spectacle,46.0,1.0,6902.0,185,0,9,92,75,94,100,194,6902.0,967684.0,818567.0,149117.0,"Albin, surnommé Zaza, vedette d'un spectacle de travestis, aime Renato, son patron avec lequel « elle » vit depuis 20 ans. Les deux hommes forment un vieux couple respecté de tous. Mais lorsque le fils de Renato se fiance avec la fille d'un haut fonctionnaire, le couple doit à tout prix paraître « classique » aux yeux de la future belle-famille. Une situation délicate qui porte tous les germes de la discorde...",48.45
50311,"Hollyoaks, l'amour mode d'emploi",series,drame,33.0,60.0,1404.85,259,0,28,162,82,93,197,290,84291.0,3660696.0,3370824.0,289872.0,"Bienvenue à Hollyoaks, village fictif de la banlieue de Chester en Angleterre ! La série ""HOLLYOAKS, l'amour mode d'emploi"" se déroule dans une université où un groupe d'amis vit pleinement leur vingt ans avec leurs histoires d'amour, leurs étude...",32.07
42868,Petit-Ours Brun,jeunesse,dessins-animes,39.0,50.0,419.98,62,145,1,41,16,93,115,208,20999.0,581921.0,504330.0,77591.0,"Petit Ours Brun a grandi. Sa grande cousine, ses cousins, sa tante et son oncle ont emménagé dans la maison à côté de la sienne. De plus, sa Nounou habite également tout près de chez lui. Ce changement va ouvrir l'ourson à un monde plein de découvertes et d'émotions.",44.71
47689,En Famille,jeunesse,"serie,9-12-ans",37.0,101.0,279.36,195,10,16,140,45,93,129,222,28215.0,444907.0,382250.0,62657.0,"Dans cette saison 4, les Le Kervelec sont plus en forme que jamais ! Jacques et Brigitte aspirent à une retraite paisible mais c'est sans compter sur la présence toujours plus envahissante de leurs enfants et petits-enfants ! L'aînée Marjorie jong...",41.89
51525,Lincoln : A la poursuite du Bone Collector,series,policier,40.0,1.0,2445.0,107,0,3,72,30,93,17,110,2445.0,254983.0,240448.0,14535.0,"Lorsque le plus célèbre criminologue des Etats-Unis tombe dans le piège macabre de son pire ennemi, un tueur en série connu sous le nom de «Bone Collector», les conséquences sont dramatiques…
Devenu infirme, Lincoln Rhyme n’a pas pour autant...",84.55
45152,Le Pari,films,comedie,36.0,1.0,5637.0,151,0,4,74,65,92,63,155,5637.0,671743.0,547892.0,123851.0,"Didier et Murielle vivent à Neuilly, possèdent une pharmacie prospère, mènent une vie bourgeoise rangée et votent à droite. Victoria, la soeur de Murielle, habite avec Bernard, un professeur syndicaliste. Les deux beaux-frères, aux idéaux politiques et aux modes de vie opposés, se détestent cordialement. Aussi, lorsqu'à l'occasion d'un repas de famille ils conseillent à leur beau-père de réduire sa consommation de cigarettes, ils décident par défi mutuel d'arrêter de fumer pendant quinze jours.",59.35
50670,"Maillan, Poiret, Serrault, drôles pour toujours",documentaire,culture-art-spectacle,52.0,1.0,6614.0,166,0,3,90,56,92,78,170,6614.0,757743.0,612881.0,144862.0,"Combien d'éclats de rire doit-on à Maillan, Poiret et Serrault ? La première rêvait d'être une grande tragédienne ; le second voulait devenir croque-mort ; le troisième faillit embrasser la prêtrise. Le destin en a voulu autrement : ces trois-là seront les comiques de la France d'après-guerre, celle de l'ORTF et de la censure, puis celle des Trente Glorieuses, de la nouvelle société de consommation, de Mai 68, et de la révolution des mœurs.",54.12
51448,Solo,films,policier,57.0,1.0,4974.0,187,0,3,77,91,92,98,190,4974.0,573156.0,477810.0,95346.0,"Un massacre a été commis dans une somptueuse villa du Vésinet. La police, en possession d'une lettre anonyme, soupçonne rapidement un étudiant gauchiste, membre d'un dangereux groupe terroriste. Son frère, musicien, apprenant qu'il est recherché, infiltre son groupe d'activistes pour en savoir plus..",48.42
43163,Le canal des secrets,telefilms,,51.0,1.0,5753.0,149,0,1,105,26,92,59,151,5753.0,616590.0,540620.0,75970.0,"Le corps d'une femme est retrouvé durant les vacances d'été par une famille dans le sas d'une écluse à Marseillette, un petit havre de paix niché sur les bords du canal du midi. Il s'agit d'une femme d'une quarantaine d'années, dont les yeux restés ouverts ont gardé l'effroi. Le capitaine, Maxime Fabre, identifie la noyée et découvre qu'il s'agit de l'épouse d'un magistrat parisien originaire de la région. Le policier va devoir faire équipe avec Izia Moreno, dépéchée spécialement de Paris pour m",60.93
44243,Les Enfoirés-Restos du Coeur,divertissement,musique,38.0,21.0,365.71,402,0,20,243,128,92,334,426,7680.0,510506.0,366427.0,144079.0,"Cette année, le spectacle est placé sous le signe de Paris, la Ville Lumière surnommée aussi « La Ville de l’Amour ». Les Enfoirés nous invitent à nous perdre dans les rues de Paris pour mieux nous emporter… De beaux moments d’émotion sont également au rendez-vous avec des hommages rendus par les artistes à Dalida et Johnny Hallyday. Dès le lendemain de la diffusion sur TF1, le double CD et le DVD 2020 Le Pari(s) des Enfoirés, avec l’intégralité du concert et de nombreux bonus, seront mis en ve…",21.6
42996,Les as de la jungle à la rescousse,jeunesse,,42.0,96.0,679.71,176,53,9,107,53,92,146,238,65252.0,1042764.0,907634.0,135130.0,"Les as de la jungle, ce sont avant tout des animaux complètement barrés, chacun avec une personnalité originale et attachante, qui se retrouvent confrontés à des situations drôles et rocambolesques à chaque épisode du dessin-animé.",38.66
50209,Pokémon : Giratina et le Gardien du Ciel,jeunesse,films-danimation,31.0,1.0,5533.0,33,124,6,16,12,92,71,163,5533.0,640371.0,509488.0,130883.0,"Giratina est le seul Pokémon habitant dans le Monde Inversé. En colère suite à la fissure spatio-temporelle provoquée par Palkia et Dialga, il attire Dialga dans ce royaume pour l'affronter, mais le combat est arrêté par un petit Shaymin, le Pokém...",56.44
45687,"Claude François, le dernier pharaon",documentaire,musique,43.0,1.0,3135.0,117,0,3,74,34,91,29,120,3135.0,341982.0,313384.0,28598.0,"Qui était le Claude François ami. amant et chef d'entreprise ? Comment ses plus proches collaborateurs le percevaient-ils ? Grâce à des témoignages de son entourage, Claude François. le dernier pharaon, entre dans les coulisses d'un homme prêt à tout pour parvenir au sommet. Ce documentaire explore de façon inédite les facettes les plus méconnues du personnage, au-delà des clichés longtemps véhiculés, et révèle, plus de quarante ans après sa mort, ce que tout le monde ignorait : l'existence...",75.83
50381,Busby Girls : 5  bébés d'un coup !,divertissement,telerealite,35.0,24.0,2512.29,562,0,21,447,68,91,494,585,60295.0,3289428.0,1892163.0,1397265.0,"Danielle et Adam Busby accueillent chez eux le seul groupe de quintuplées entièrement féminin de leurs pays. De l'apprentissage du pot à l'alimentation, la vie avec les quintuplées Busby est une aventure constante !",15.56
45153,Les rois mages,films,comedie,35.0,1.0,5802.0,127,0,6,57,63,91,44,135,5802.0,669935.0,584902.0,85033.0,"Les rois mages approchent de la ferme où Jésus vient de naître. Tout d'un coup, un éclair, et les voici projetés en 2001, aux quatre coins du globe. De là, ils prennent des avions pour suivre leur quête. Balthazar fait la connaissance de la jeune Macha, pauvre petite fille riche d'une présentatrice télé sèche et sans amour. Balthazar voit en Macha son guide. En transit pour Jérusalem, il atterrit à Paris et perd Macha, mais retrouve Gaspard. Pendant ce temps, Melchior rencontre Jo.",67.41
45060,Les secrets,series,"policier,thriller-suspense",51.0,3.0,2929.33,193,0,5,137,32,90,108,198,8788.0,1070356.0,812507.0,257849.0,,45.45
50824,Enchantimals: Les contes du paradis sauvage,jeunesse,dessins-animes,43.0,13.0,303.0,20,148,3,11,8,90,81,171,3939.0,355870.0,311619.0,44251.0,Pas de résumé disponible.,52.63
42665,Un mariage sans fin,telefilms,romance,45.0,1.0,4993.0,133,0,5,94,29,90,48,138,4993.0,561494.0,482759.0,78735.0,"Lorsque Peter lui demande sa main le jour de la Saint-Valentin et programme le mariage pour la semaine suivante, Jaclyn accepte même si elle trouve tout cela un peu précipité. D'autant qu'elle découvre que sa belle-mère a déjà tout organisé à son goût ! La veille de la cérémonie, Jaclyn croise dans les bois un garçon séduisant et impulsif qui l'embrasse avant de disparaître. Elle découvre qu'il s'agit du frère de Peter lorsqu'un coup du sort lui permet de revivre cette journée...",65.22
48828,La robe de ma vie,divertissement,mode-beaute,29.0,10.0,2764.5,405,0,32,289,70,90,348,438,27645.0,3053959.0,1722802.0,1331157.0,"Du lundi au vendredi, suivez les aventures de plusieurs futures mariées qui recherchent LA robe de leurs rêves pour le plus beau jour de leur vie. Chaque jour, une boutique, deux clientes et leurs accompagnants vivront devant vous cette incroyable quête !",20.55
51400,La génération Salut les copains,documentaire,culture-art-spectacle,50.0,1.0,6705.0,216,1,3,115,71,90,130,220,6705.0,811300.0,613818.0,197482.0,"Emission de radio, puis journal, ""Salut les copains"" reflète la jeunesse française éprise de liberté de la génération des ""baby boomers"", qui va inventer ses expressions, sa mode, sa musique, et par là même inventer la pop culture française. L'émission a propulsé les stars de l'époque, véritables icônes des années yéyé : Johnny Hallyday, Claude François, Dick Rivers avec Les Chats Sauvages, Eddy Mitchell avec Les Chaussettes Noires, Sylvie Vartan, France Gall. Ce documentaire est raconté par ceu",40.91
45208,La légende de Korra,jeunesse,"9-12-ans,dessins-animes",32.0,52.0,1334.23,87,49,5,38,41,89,54,143,69380.0,3448656.0,3379900.0,68756.0,"Korra, une jeune Avatar rebelle, se lance dans une quête dangereuse pour apprendre à maîtriser les quatre éléments. Constamment menacée, elle se fait la promesse de mettre un terme au mouvement Egalitariste et de trouver son équilibre.",62.24
50560,Il était une fois Jean-Marie Bigard,divertissement,"culture-art-spectacle,humour",40.0,1.0,6288.0,241,0,8,115,112,89,160,249,6288.0,803001.0,559857.0,243144.0,"Au Palais des Glaces
Je l'annonce : « Ce sera mon dernier spectacle ». Et il est temps que ça se termine, j'ai 63 ans. Alors je vais vous offrir le spectacle de ma vie, tous les meilleurs moments de ma carrière, mes bides, mais aussi le stade de France, la classe...
Vous avez été 4 000 000 de copains à venir me voir en spectacle et 8 000 000 à avoir acheté mes DVD. À moi de vous offrir un cadeau ! Je pars vous rencontrer où que vous soyez ! Avec mes meilleurs sketches !",35.74
50179,Pokémon Movie 8,jeunesse,films-danimation,34.0,1.0,5733.0,42,98,4,21,19,89,55,144,5733.0,653384.0,559652.0,93732.0,Pas de résumé disponible.,61.81
45126,Cléo de 5 à 7,films,drame,48.0,1.0,5203.0,175,0,6,80,75,89,93,182,5203.0,605533.0,493883.0,111650.0,"Cléo, chanteuse en vogue, attend les résultats d'une analyse médicale. Elle redoute d'être atteinte d'un cancer. Les visites de ses amis, peu compatissants, et de son amant, distraitement tendre, ne la consolent guère. Elle erre sans but à travers la ville et multiplie les rencontres de hasard...",48.9
48904,Le royaume sauvage,documentaire,"aventure,voyage-decouvertes",38.0,16.0,2866.31,290,0,13,159,107,88,216,304,45861.0,2975251.0,2259279.0,715972.0,"Embarquez pour une aventure exceptionnelle au cœur de la faune sauvage, filmée au plus près. Là où pour faire survivre leur espèce, certains prédateurs impitoyables sont prêts à tout...",28.95
51666,The Artist,films,"comedie-dramatique,romance",44.0,1.0,5779.0,283,0,6,162,94,88,201,289,5779.0,705546.0,510651.0,194895.0,"Hollywood 1927. George Valentin est une vedette du cinéma muet à qui tout sourit. L'arrivée des films parlants va le faire sombrer dans l'oubli. Peppy Miller, jeune figurante, va elle, être propulsée au firmament des stars. Ce film raconte l'histoire de leurs destins croisés, ou comment la célébrité, l'orgueil et l'argent peuvent être autant d'obstacles à leur histoire d'amour",30.45
50817,Sur les pistes de l'amour,telefilms,romance,46.0,1.0,4903.0,128,0,2,95,20,88,42,130,4903.0,557385.0,481087.0,76298.0,"Secrétaire de rédaction pour un magazine de voyages, Alex vit à New York avec son compagnon Barton, un banquier, et rêve de devenir journaliste. Lorsque son patron organise un concours du meilleur article, Alex part s'aventurer dans les montagnes pour écrire un article sur les sports extrêmes. Un challenge de taille pour cette New-yorkaise loin d'être sportive, comptant sur Cole, un photographe talentueux qui va lui servir de guide...",67.69
49614,The body collector,series,policier,54.0,3.0,2806.67,174,0,6,104,51,88,92,180,8420.0,1008886.0,787025.0,221861.0,"Milliardaire, collectionneur d'art et... criminel de guerre. Découvrez l'incroyable enquête du journaliste Hans Knoop sur Pieter Menten qui fit trembler les Pays-Bas en 1976.",48.89
48703,Bergen-Belsen : paroles de survivants,documentaire,histoire,41.0,1.0,3117.0,118,0,3,79,30,88,33,121,3117.0,308105.0,283199.0,24906.0,"Hiver 1944. Les troupes alliées progressent en Allemagne. Des milliers de prisonniers juifs sont alors évacués des camps du front de l'Est, principalement par des marches forcées brutales. La population de Bergen-Belsen est multipliée par huit pour atteindre près de 60 000 personnes. Mais contrairement aux infâmes camps d'extermination ou de la mort comme Auschwitz ou Treblinka, Belsen n'a pas été conçu comme un lieu de tuerie. Il n'y a pas de chambres à gaz.",72.73
44781,Une chance de trop,series,drame,40.0,6.0,3345.83,236,0,9,179,46,88,157,245,20075.0,2779301.0,1927589.0,851712.0,"Alice Lambert se prépare de bon matin pour aller courir. Elle fait le biberon de sa fille Tara, 6 mois, puis 2 coups de feu et c'est le trou noir. Lorsqu'elle sort de son coma 8 jours plus tard, c'est pour plonger dans une réalité cauchemardesque : son mari, Laurent, a été assassiné et leur fille Tara a été enlevée.",35.92
50042,Les reines de la route,divertissement,emission,30.0,8.0,3269.75,416,0,11,226,161,88,340,428,26158.0,3038633.0,1778039.0,1260594.0,"Sept femmes, passionnées par leur métier de chauffeur poids-lourds, partagent leur quotidien au cœur des routes de France et d'Europe. Elles parcourent des centaines de kilomètres au volant de leurs camions XXL : des 44 tonnes, les plus gros gabarits de la route. Chaque jour, elles doivent accomplir une nouvelle mission : charger d'énormes cargaisons et les livrer dans les temps. Cette course contre la montre se joue parfois dans des conditions extrêmes : neige, brouillard, problèmes mécaniques… Mais rien n'arrête nos reines de la route ! Sans jamais renoncer à leur féminité et à leur vie sentimentale et familiale, elles brisent les codes pour vivre leur amour du camion ! Plus qu'une passion, ce métier de routière est une vocation.

Sarah traverse la France pour livrer un 30 tonnes d'ardoises en Italie, un pays inconnu pour elle, et doit parcourir 1 182 km.  
Jennifer parcourt une distance de 779 km pour livrer huit clients en 48h.
Chrystelle doit charger des produits frais à Rungis et les livrer dans le sud de la France, un trajet de 1 078 km à effectuer lors du week-end de la Toussaint, très chargé. 
Lexie livre des conteneurs et en recharge d'autres à travers toute la Suisse. Mais le plus difficile pour elle est de s'adapter aux changements de langues durant son trajet (allemand et italien), alors qu'elle ne parle que français.",20.56
50768,Illégitime,telefilms,,53.0,1.0,5517.0,149,0,5,114,24,88,66,154,5517.0,598199.0,527096.0,71103.0,,57.14
50206,Pokémon le film : Mewtwo contre Mew,jeunesse,films-danimation,32.0,1.0,4462.0,46,145,4,17,26,88,107,195,4462.0,528899.0,415082.0,113817.0,"Une équipe scientifique oeuvre dans le plus grand secret à la creation du Pokémon le plus puissant de tous les temps. Ayant découvert en Amazonie un cheveu fossilisé du Pokémon Mew, les généticiens établissent le code ADN de ce monstre de légende,...",45.13
46911,A pleines dents !,documentaire,"cuisine,voyage-decouvertes",39.0,10.0,3102.3,363,0,8,138,197,87,284,371,31023.0,3113897.0,2111064.0,1002833.0,"Accompagné de son ami le chef Laurent Audiot, Gérard Depardieu fait partager son amour des bons produits au cours d'un périple gastronomique en Europe.",23.45
48984,Oddbods,jeunesse,"3-5-ans,dessins-animes",33.0,63.0,522.86,3,203,0,2,0,87,119,206,32940.0,1075439.0,984594.0,90845.0,"À Oddsville vivent des créatures vêtus de fourrures, il s'agit des Oddbods. Aux comportements variant et aux différentes couleurs, ils se mettent dans des situations qui font tout tourner à la dérive.",42.23
45669,Samantha Oups !,series,comedie,27.0,58.0,1537.69,277,0,13,154,105,87,204,291,89186.0,3890741.0,3525062.0,365679.0,"Le quotidien burlesque de Samantha, et de sa meilleure amie Chantal.",29.9
