,program_id,title,tag_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked,tag_sous_genre_1,tag_sous_genre_2,description_lower,description_clean,description_ready
1146,42833,Molusco,jeunesse,31.0,45.0,662.89,47,66,2,31,10,44,71,115,29830.0,477733.0,400233.0,77500.0,"Petit garçon mi-huître mi-humain, Molusco est différent. En effet, quel autre enfant comprend le langage des baleines, possède une coquille qui parle ou peut fabriquer des perles en mangeant de la craie bien calcaire ?",38.26,6-8-ans,dessins-animes,"petit garçon mi-huître mi-humain, molusco est différent. en effet, quel autre enfant comprend le langage des baleines, possède une coquille qui parle ou peut fabriquer des perles en mangeant de la craie bien calcaire ?","['petit', 'garçon', 'molusco', 'enfant', 'comprendre', 'langage', 'baleine', 'posséder', 'coquille', 'pouvoir', 'fabriquer', 'perle', 'manger', 'craie', 'bien', 'calcaire']",petit garçon molusco enfant comprendre langage baleine posséder coquille pouvoir fabriquer perle manger craie bien calcaire
88,47837,Astrid et Raphaëlle,series,43.0,17.0,3315.82,4995,0,94,3380,1125,1951,3152,5103,56369.0,74521736.0,57369109.0,17152627.0,"Lorsque le commandant Raphaëlle Coste s'adresse au service des archives judiciaires de la police pour une de ses enquêtes, elle ne se doute pas qu'elle va rencontrer Astrid, 30 ans, signe particulier : autiste Asperger.",38.23,policier,,"lorsque le commandant raphaëlle coste s'adresse au service des archives judiciaires de la police pour une de ses enquêtes, elle ne se doute pas qu'elle va rencontrer astrid, 30 ans, signe particulier : autiste asperger.","['commandant', 'raphaëll', 'cost', 'adresse', 'service', 'archive', 'judiciaire', 'police', 'enquête', 'doute', 'rencontrer', 'astrid', 'signe', 'particulier', 'autiste', 'asperger']",commandant raphaëll cost adresse service archive judiciaire police enquête doute rencontrer astrid signe particulier autiste asperger
433,50204,Les aventures du jeune Voltaire,series,44.0,4.0,2997.0,921,0,34,514,321,367,593,960,11988.0,6387272.0,4492192.0,1895080.0,"Comment devient-on Voltaire ? Le géant de la Pensée, le maître du Blasphème, dont les combats vont accoucher de la Révolution Française ? C’est le sujet de cette mini-série. Si l’on connaît le vénérable philosophe, réfugié à Ferney, on connaît moins le Jeune Voltaire",38.23,drame,histoire,"comment devient-on voltaire ? le géant de la pensée, le maître du blasphème, dont les combats vont accoucher de la révolution française ? c’est le sujet de cette mini-série. si l’on connaît le vénérable philosophe, réfugié à ferney, on connaît moins le jeune voltaire","['devenir', 'voltair', 'géant', 'pensée', 'maître', 'blasphème', 'combat', 'accoucher', 'révolution', 'français', 'sujet', 'connaître', 'vénérable', 'philosophe', 'réfugier', 'ferney', 'connaître', 'jeune', 'voltaire']",devenir voltair géant pensée maître blasphème combat accoucher révolution français sujet connaître vénérable philosophe réfugier ferney connaître jeune voltaire
585,50874,Timbuktu,films,43.0,1.0,5507.0,538,0,14,326,167,211,341,552,5507.0,1537722.0,1156331.0,381391.0,"Des djihadistes ont investi un village non loin de Tombouctou. Face à eux, les habitants tentent de se rebeller comme ce modeste éleveur de vaches, son épouse, brillante et sage, et leur belle petite fille. Un sage tente de faire entendre la voie du Coran. Mais les extrémistes refusent de l'entendre..",38.22,drame,,"des djihadistes ont investi un village non loin de tombouctou. face à eux, les habitants tentent de se rebeller comme ce modeste éleveur de vaches, son épouse, brillante et sage, et leur belle petite fille. un sage tente de faire entendre la voie du coran. mais les extrémistes refusent de l'entendre..","['djihadiste', 'investir', 'village', 'non', 'loin', 'tombouctou', 'face', 'habitant', 'tentent', 'rebeller', 'modeste', 'éleveur', 'vache', 'épouse', 'brillante', 'sage', 'bel', 'petit', 'fille', 'sage', 'entendre', 'voie', 'coran', 'extrémiste', 'refuser', 'entendre']",djihadiste investir village non loin tombouctou face habitant tentent rebeller modeste éleveur vache épouse brillante sage bel petit fille sage entendre voie coran extrémiste refuser entendre
517,44232,Petits secrets en famille,series,29.0,36.0,1530.42,668,1,42,476,153,273,442,715,55095.0,7625605.0,6663871.0,961734.0,"Notre famille, petite, grande, nombreuse, traditionnelle, recomposée, moderne… Nous pensons la connaître par cœur. Pourtant, les apparences sont souvent trompeuses. Chaque épisode de Petits secrets en famille relate l'histoire d'un héros confronté, malgré lui, à événement de la vie, au secret de son entourage familial : conflits, amours interdites, argent, héritage, divorce, escroquerie, jalousie… Notre héros doit mener l'enquête. Il découvrira que l'on ne connaît jamais vraiment ceux qui nou…",38.18,drame,,"notre famille, petite, grande, nombreuse, traditionnelle, recomposée, moderne… nous pensons la connaître par cœur. pourtant, les apparences sont souvent trompeuses. chaque épisode de petits secrets en famille relate l'histoire d'un héros confronté, malgré lui, à événement de la vie, au secret de son entourage familial : conflits, amours interdites, argent, héritage, divorce, escroquerie, jalousie… notre héros doit mener l'enquête. il découvrira que l'on ne connaît jamais vraiment ceux qui nou…","['famille', 'petit', 'grand', 'traditionnel', 'recomposer', 'moderne', 'penser', 'connaître', 'cœur', 'pourtant', 'apparence', 'trompeuser', 'épisode', 'petit', 'secret', 'famille', 'relate', 'histoire', 'héros', 'confronter', 'malgré', 'événement', 'secret', 'entourage', 'familial', 'conflit', 'amour', 'interdire', 'argent', 'héritage', 'divorce', 'escroquerie', 'jalousi', 'héros', 'devoir', 'mener', 'enquête', 'découvrir', 'connaître', 'jamais', 'vraiment', 'nou']",famille petit grand traditionnel recomposer moderne penser connaître cœur pourtant apparence trompeuser épisode petit secret famille relate histoire héros confronter malgré événement secret entourage familial conflit amour interdire argent héritage divorce escroquerie jalousi héros devoir mener enquête découvrir connaître jamais vraiment nou
1207,43871,Barbie Dreamtopia,jeunesse,25.0,30.0,599.7,20,75,2,16,3,37,60,97,17991.0,376184.0,319910.0,56274.0,"Barbie et sa petite soeur Chelsea parcourent les mondes colorés de Dreamtopia. À travers les yeux curieux de Chelsea, les enfants explorent des mondes délicieux et rencontrent les personnages surprenants qui y vivent.",38.14,6-8-ans,dessins-animes,"barbie et sa petite soeur chelsea parcourent les mondes colorés de dreamtopia. à travers les yeux curieux de chelsea, les enfants explorent des mondes délicieux et rencontrent les personnages surprenants qui y vivent.","['barbi', 'petit', 'soeur', 'chelsea', 'parcourent', 'monde', 'colorer', 'dreamtopia', 'travers', 'oeil', 'curieux', 'chelsea', 'enfant', 'explorer', 'monde', 'délicieux', 'rencontrer', 'personnage', 'surprenant', 'y', 'vivre']",barbi petit soeur chelsea parcourent monde colorer dreamtopia travers oeil curieux chelsea enfant explorer monde délicieux rencontrer personnage surprenant y vivre
446,50757,Des hommes et des dieux,films,44.0,1.0,7049.0,896,0,14,526,291,347,564,911,7049.0,3340057.0,2510896.0,829161.0,"Dans les années 90, des moines cisterciens vivent dans un prieuré en Algérie. La cohabitation avec les musulmans se passe sans ambages. Lorsque des étrangers sont tués par des islamistes, l'armée propose aux moines de les protéger. Ils refusent. Un jour, des fondamentalistes pénètrent dans le monastère..",38.09,drame,,"dans les années 90, des moines cisterciens vivent dans un prieuré en algérie. la cohabitation avec les musulmans se passe sans ambages. lorsque des étrangers sont tués par des islamistes, l'armée propose aux moines de les protéger. ils refusent. un jour, des fondamentalistes pénètrent dans le monastère..","['année', 'moine', 'cistercien', 'vivre', 'prieuré', 'algérie', 'cohabitation', 'musulmans', 'passer', 'ambages', 'étranger', 'tuer', 'islamiste', 'armée', 'propose', 'moine', 'protéger', 'refuser', 'jour', 'fondamentaliste', 'pénètrent', 'monastère']",année moine cistercien vivre prieuré algérie cohabitation musulmans passer ambages étranger tuer islamiste armée propose moine protéger refuser jour fondamentaliste pénètrent monastère
1330,44832,L'école des bébés animaux,documentaire,39.0,13.0,1491.31,69,0,2,42,16,27,44,71,19387.0,535495.0,427892.0,107603.0,L'école des bébés animaux,38.03,nature-environnement,,l'école des bébés animaux,"['école', 'bébé', 'animal']",école bébé animal
894,48486,Génération Paname,divertissement,40.0,2.0,4025.0,215,0,9,108,93,85,139,224,8050.0,1622735.0,1321149.0,301586.0,,37.95,culture-art-spectacle,,,,
296,46464,Au-delà des murs,series,44.0,3.0,2813.33,1449,0,52,1009,344,570,934,1504,8440.0,7030541.0,4969716.0,2060825.0,"Lisa s’installe dans une maison dont elle a mystérieusement hérité, plusieurs années après la mort de son propriétaire. Peu à peu, elle y découvre des espaces bien plus grands que ce que la vieille demeure peut contenir..",37.9,drame,horreur,"lisa s’installe dans une maison dont elle a mystérieusement hérité, plusieurs années après la mort de son propriétaire. peu à peu, elle y découvre des espaces bien plus grands que ce que la vieille demeure peut contenir..","['lisa', 'installe', 'maison', 'mystérieusement', 'hérité', 'année', 'mort', 'propriétaire', 'y', 'découvrir', 'espace', 'bien', 'grand', 'vieux', 'demeure', 'pouvoir', 'contenir']",lisa installe maison mystérieusement hérité année mort propriétaire y découvrir espace bien grand vieux demeure pouvoir contenir
1321,45071,A bout de souffle,films,47.0,1.0,5197.0,70,0,3,34,30,28,46,74,5197.0,201987.0,146264.0,55723.0,"Arrivé depuis peu à Marseille, Michel Poiccard vole une voiture pour rallier Paris. En route, il est poursuivi par un motard pour un banal excès de vitesse. Poiccard l'abat. Arrivé à Paris, il se réfugie chez Patricia, une jeune Américaine dont il est amoureux et qui lui apprend qu'elle est enceinte..",37.84,drame,romance,"arrivé depuis peu à marseille, michel poiccard vole une voiture pour rallier paris. en route, il est poursuivi par un motard pour un banal excès de vitesse. poiccard l'abat. arrivé à paris, il se réfugie chez patricia, une jeune américaine dont il est amoureux et qui lui apprend qu'elle est enceinte..","['arriver', 'marseille', 'michel', 'poiccard', 'vole', 'voiture', 'rallier', 'pari', 'route', 'poursuivre', 'motard', 'banal', 'excè', 'vitesse', 'poiccard', 'abat', 'arriver', 'pari', 'réfugier', 'patricia', 'jeune', 'américaine', 'amoureux', 'apprendre', 'enceint']",arriver marseille michel poiccard vole voiture rallier pari route poursuivre motard banal excè vitesse poiccard abat arriver pari réfugier patricia jeune américaine amoureux apprendre enceint
837,34196,Scorpion,series,38.0,14.0,2401.29,247,0,9,146,87,97,160,257,33618.0,2619755.0,2078366.0,541389.0,"Walter O'Brien possède le 4ème Q.I. le plus élevé du monde. Avec son équipe de génies, il résout des crises urgentes et d'ampleur considérable, de celles que même la CIA ne parvient pas à régler seule. Inadaptés socialement, ils apprennent ensemble à vivre en communauté, à dépasser leurs peurs, leurs phobies et à vaincre leur solitude...

Avec Elyes Gabel, Katharine McPhee, Robert Patrick, Eddie Kaye Thomas, Ari Stidham et Jadyn Wong.",37.74,policier,,"walter o'brien possède le 4ème q.i. le plus élevé du monde. avec son équipe de génies, il résout des crises urgentes et d'ampleur considérable, de celles que même la cia ne parvient pas à régler seule. inadaptés socialement, ils apprennent ensemble à vivre en communauté, à dépasser leurs peurs, leurs phobies et à vaincre leur solitude...

avec elyes gabel, katharine mcphee, robert patrick, eddie kaye thomas, ari stidham et jadyn wong.","['walter', 'brien', 'posséder', 'élevé', 'monde', 'équipe', 'génie', 'résout', 'crise', 'urgent', 'ampleur', 'considérable', 'cia', 'parvenir', 'régler', 'inadapter', 'socialemer', 'apprendre', 'ensembl', 'vivre', 'communauté', 'dépasser', 'peur', 'phobie', 'vaincre', 'solitude', 'elye', 'gabel', 'katharine', 'mcphe', 'robert', 'patrick', 'eddie', 'kay', 'thoma', 'ari', 'stidham', 'jadyn', 'wong']",walter brien posséder élevé monde équipe génie résout crise urgent ampleur considérable cia parvenir régler inadapter socialemer apprendre ensembl vivre communauté dépasser peur phobie vaincre solitude elye gabel katharine mcphe robert patrick eddie kay thoma ari stidham jadyn wong
604,44739,Totally Spies,jeunesse,27.0,104.0,1306.11,353,156,22,247,75,201,332,533,135835.0,7841336.0,7205414.0,635922.0,"Avec Blaine qui est en mission secrète, Clover tente de se remonter le moral en faisant les trucs qu'elle adore faire -- aller au Spa privé de Beverly Hills ; faire du shopping dans sa boutique préférée ; et aller manger dans son resto végétarien....",37.71,6-8-ans,dessins-animes,"avec blaine qui est en mission secrète, clover tente de se remonter le moral en faisant les trucs qu'elle adore faire -- aller au spa privé de beverly hills ; faire du shopping dans sa boutique préférée ; et aller manger dans son resto végétarien....","['blaine', 'mission', 'secret', 'clover', 'remonter', 'moral', 'truc', 'adore', 'spa', 'priver', 'beverly', 'hill', 'shopping', 'boutique', 'préféré', 'manger', 'resto', 'végétarien']",blaine mission secret clover remonter moral truc adore spa priver beverly hill shopping boutique préféré manger resto végétarien
957,50643,La ferme préférée des Français,divertissement,41.0,1.0,7793.0,187,0,4,102,67,72,119,191,7793.0,771839.0,557876.0,213963.0,,37.7,,,,,
938,46787,Au cœur du péché,series,30.0,159.0,2776.52,189,0,10,153,30,75,124,199,441467.0,10243377.0,9961872.0,281505.0,"À Rio de Janeiro, deux frères jumeaux, vivent dans des mondes opposés. Alors que Paco a grandi avec son père, un chef d'entreprise millionnaire, Apolo a été élevé par sa mère dans un milieu plus modeste. Chacun ignore l'existence de l'autre, mais deux tragédies vont lier leur destin à jamais. Plongez dans une passionnante saga familiale...",37.69,drame,,"à rio de janeiro, deux frères jumeaux, vivent dans des mondes opposés. alors que paco a grandi avec son père, un chef d'entreprise millionnaire, apolo a été élevé par sa mère dans un milieu plus modeste. chacun ignore l'existence de l'autre, mais deux tragédies vont lier leur destin à jamais. plongez dans une passionnante saga familiale...","['rio', 'janeiro', 'frère', 'jumeau', 'vivre', 'monde', 'opposer', 'paco', 'grandi', 'père', 'chef', 'entreprise', 'millionnaire', 'apolo', 'élever', 'mère', 'milieu', 'modeste', 'ignore', 'existence', 'tragédie', 'lier', 'destin', 'jamai', 'plonger', 'passionnante', 'sager', 'familial']",rio janeiro frère jumeau vivre monde opposer paco grandi père chef entreprise millionnaire apolo élever mère milieu modeste ignore existence tragédie lier destin jamai plonger passionnante sager familial
1236,48993,Heavy Water War : Les soldats de l'ombre,series,45.0,6.0,2663.5,88,0,5,30,53,35,58,93,15981.0,726858.0,583257.0,143601.0,"La Seconde Guerre mondiale commence et l'Allemagne lance son programme nucléaire. Le prix Nobel Werner Heisenberg, responsable du programme, a besoin de l'eau lourde pour alimenter le réacteur qu'il construit. Cette dernière est produite en Norvège, dans une usine à Vemork, près de Rjukan, et le directeur Bjørn Henriksen doit négocier avec les Allemands. Le créateur de la fabrique d'eau lourde, Leif Tronstad, à la fois scientifique et résistant, commence à se méfier ...",37.63,action,,"la seconde guerre mondiale commence et l'allemagne lance son programme nucléaire. le prix nobel werner heisenberg, responsable du programme, a besoin de l'eau lourde pour alimenter le réacteur qu'il construit. cette dernière est produite en norvège, dans une usine à vemork, près de rjukan, et le directeur bjørn henriksen doit négocier avec les allemands. le créateur de la fabrique d'eau lourde, leif tronstad, à la fois scientifique et résistant, commence à se méfier ...","['second', 'guerre', 'mondial', 'commence', 'allemagne', 'lancer', 'programme', 'nucléaire', 'prix', 'nobel', 'werner', 'heisenberg', 'responsable', 'programme', 'besoin', 'eau', 'lourd', 'alimenter', 'réacteur', 'construire', 'dernier', 'produire', 'norvège', 'usine', 'vemork', 'rjukan', 'directeur', 'bjørn', 'henriksen', 'devoir', 'négocier', 'allemand', 'créateur', 'fabrique', 'eau', 'lourd', 'leif', 'tronstad', 'fois', 'scientifique', 'résistant', 'commence', 'méfier']",second guerre mondial commence allemagne lancer programme nucléaire prix nobel werner heisenberg responsable programme besoin eau lourd alimenter réacteur construire dernier produire norvège usine vemork rjukan directeur bjørn henriksen devoir négocier allemand créateur fabrique eau lourd leif tronstad fois scientifique résistant commence méfier
212,49747,Lieux de crime,documentaire,45.0,3.0,3141.0,2109,0,17,1403,527,800,1331,2131,9423.0,11819834.0,8596947.0,3222887.0,"De la tuerie d'Auriol à l'assassinat du juge Michel, des affaires Dominici et Ranucci au casse de Nice et à la fusillade du bar du téléphone, retour sur les lieux de ces crimes restés gravés dans la mémoire collective",37.54,affaires-criminelles,societe,"de la tuerie d'auriol à l'assassinat du juge michel, des affaires dominici et ranucci au casse de nice et à la fusillade du bar du téléphone, retour sur les lieux de ces crimes restés gravés dans la mémoire collective","['tuerie', 'auriol', 'assassinat', 'juge', 'michel', 'affaire', 'dominici', 'ranucci', 'casse', 'nice', 'fusillade', 'bar', 'téléphone', 'lieu', 'crime', 'rester', 'graver', 'mémoire', 'collectif']",tuerie auriol assassinat juge michel affaire dominici ranucci casse nice fusillade bar téléphone lieu crime rester graver mémoire collectif
1023,42851,"ASKIP, le collège se la raconte",jeunesse,31.0,52.0,810.63,100,47,13,68,27,60,100,160,42153.0,1568624.0,1455492.0,113132.0,"Entre complexes insurmontables, amours contrariées, difficultés à s’insérer ou fausses rumeurs, une bande de douze collégiens se raconte au quotidien. On passe du rire aux larmes on s’entraide et on trouve toujours une solution au collège François Truffaut!",37.5,serie,9-12-ans,"entre complexes insurmontables, amours contrariées, difficultés à s’insérer ou fausses rumeurs, une bande de douze collégiens se raconte au quotidien. on passe du rire aux larmes on s’entraide et on trouve toujours une solution au collège françois truffaut!","['complexe', 'insurmontable', 'amour', 'contrarié', 'difficulté', 'insérer', 'faux', 'rumeur', 'bande', 'collégien', 'raconte', 'quotidien', 'passer', 'rire', 'larme', 'entraide', 'trouve', 'solution', 'collège', 'françoi', 'truffaut']",complexe insurmontable amour contrarié difficulté insérer faux rumeur bande collégien raconte quotidien passer rire larme entraide trouve solution collège françoi truffaut
1173,51212,Les 20 chanteuses préférées des Français,divertissement,40.0,1.0,5668.0,107,0,5,56,38,42,70,112,5668.0,341994.0,249809.0,92185.0,"Grâce à un classement établi sur la base d'un grand sondage IFOP, W9 vous propose un documentaire exceptionnel sur les 20 chanteuses préférées des Français. Présenté par Jérôme Anthony, retrouvez des divas, des virtuoses, des audacieuses, des jeunes pousses... Toute la diversité de la chanson féminine francophone se reflète dans ce classement.
Ce documentaire retrace l'histoire des 20 chanteuses qui ont marqué les Français.",37.5,musique,,"grâce à un classement établi sur la base d'un grand sondage ifop, w9 vous propose un documentaire exceptionnel sur les 20 chanteuses préférées des français. présenté par jérôme anthony, retrouvez des divas, des virtuoses, des audacieuses, des jeunes pousses... toute la diversité de la chanson féminine francophone se reflète dans ce classement.
ce documentaire retrace l'histoire des 20 chanteuses qui ont marqué les français.","['grâce', 'classement', 'établir', 'base', 'grand', 'sondage', 'ifop', 'propose', 'documentaire', 'exceptionnel', 'chanteur', 'préférer', 'français', 'présenter', 'jérôme', 'anthony', 'retrouver', 'diva', 'virtuose', 'audacieux', 'jeune', 'pousse', 'diversité', 'chanson', 'féminin', 'francophone', 'refléter', 'classement', 'documentaire', 'retracer', 'histoire', 'chanteur', 'marquer', 'français']",grâce classement établir base grand sondage ifop propose documentaire exceptionnel chanteur préférer français présenter jérôme anthony retrouver diva virtuose audacieux jeune pousse diversité chanson féminin francophone refléter classement documentaire retracer histoire chanteur marquer français
620,45366,Les mystérieuses cités d'or,jeunesse,38.0,78.0,1505.59,353,114,34,181,135,187,314,501,117436.0,5502789.0,4890169.0,612620.0,"Au XVIème siècle, le jeune Esteban part à la recherche des légendaires Cités d'Or dans les Amériques récemment découvertes. Accompagné de Zia et Tao, il découvre les secrets des civilisations disparues, pourchassé par des Espagnols avides de trésors...",37.33,6-8-ans,dessins-animes,"au xvième siècle, le jeune esteban part à la recherche des légendaires cités d'or dans les amériques récemment découvertes. accompagné de zia et tao, il découvre les secrets des civilisations disparues, pourchassé par des espagnols avides de trésors...","['xvièm', 'siècle', 'jeune', 'esteban', 'part', 'recherche', 'légendaire', 'cité', 'or', 'amérique', 'récemment', 'découvrir', 'accompagner', 'zia', 'tao', 'découvrir', 'secret', 'civilisation', 'disparu', 'pourchasser', 'espagnol', 'avide', 'trésors']",xvièm siècle jeune esteban part recherche légendaire cité or amérique récemment découvrir accompagner zia tao découvrir secret civilisation disparu pourchasser espagnol avide trésors
326,43426,Au nom de la vérité,series,29.0,189.0,1518.64,1284,0,52,889,301,500,842,1342,287023.0,23429872.0,21554830.0,1875042.0,"Chacun d'entre nous s'est déjà retrouvé au moins une fois, au cœur de la tourmente…
Au nom de la vérité est une nouvelle fiction quotidienne de vingt-six minutes, qui s'attache à des héros du quotidien en prise avec une décision capitale. Chaque épisode est une tranche de vie dans laquelle chacun peut s'identifier ou projeter sa propre famille.
Ces moments qui dérapent, ces accidents de la vie, ces histoires secrètes qui encombrent notre quotidien…",37.26,programme-court,,"chacun d'entre nous s'est déjà retrouvé au moins une fois, au cœur de la tourmente…
au nom de la vérité est une nouvelle fiction quotidienne de vingt-six minutes, qui s'attache à des héros du quotidien en prise avec une décision capitale. chaque épisode est une tranche de vie dans laquelle chacun peut s'identifier ou projeter sa propre famille.
ces moments qui dérapent, ces accidents de la vie, ces histoires secrètes qui encombrent notre quotidien…","['déjà', 'retrouver', 'fois', 'cœur', 'tourmente', 'nom', 'vérité', 'fiction', 'quotidien', 'minute', 'attache', 'héros', 'quotidien', 'prise', 'décision', 'capital', 'épisode', 'tranche', 'pouvoir', 'identifier', 'projeter', 'propre', 'famille', 'moment', 'dérapent', 'accident', 'histoire', 'secret', 'encombrer', 'quotidien']",déjà retrouver fois cœur tourmente nom vérité fiction quotidien minute attache héros quotidien prise décision capital épisode tranche pouvoir identifier projeter propre famille moment dérapent accident histoire secret encombrer quotidien
478,50875,Hunger,films,45.0,1.0,5512.0,833,0,20,440,328,318,537,855,5512.0,2426393.0,1756768.0,669625.0,"Irlande du Nord, 1981. Raymond Lohan est surveillant en chef dans le quartier où sont détenus les membres de l'IRA. Lesquels ont entamé ""La grève des couvertures et de l'hygiène"" pour obtenir le statut de prisonniers politiques que leur refuse le gouvernement anglais. C'est ainsi que le jeune Davey Gillen atterrit dans la répugnante cellule occupée par le nommé Gerry Campbell",37.19,biopic,drame,"irlande du nord, 1981. raymond lohan est surveillant en chef dans le quartier où sont détenus les membres de l'ira. lesquels ont entamé ""la grève des couvertures et de l'hygiène"" pour obtenir le statut de prisonniers politiques que leur refuse le gouvernement anglais. c'est ainsi que le jeune davey gillen atterrit dans la répugnante cellule occupée par le nommé gerry campbell","['irlande', 'nord', 'raymond', 'lohan', 'surveiller', 'chef', 'quartier', 'détenir', 'membre', 'ira', 'lesquel', 'entamer', 'grève', 'couverture', 'hygiène', 'obtenir', 'statut', 'prisonnier', 'politique', 'refuse', 'gouvernement', 'angler', 'jeune', 'davey', 'gillen', 'atterrir', 'répugnant', 'cellule', 'occuper', 'nommé', 'gerry', 'campbell']",irlande nord raymond lohan surveiller chef quartier détenir membre ira lesquel entamer grève couverture hygiène obtenir statut prisonnier politique refuse gouvernement angler jeune davey gillen atterrir répugnant cellule occuper nommé gerry campbell
978,46969,Zoo de Paris,documentaire,40.0,10.0,1551.9,175,0,9,105,47,69,117,186,15519.0,1243835.0,990766.0,253069.0,"Dans les coulisses du nouveau Parc zoologique de Paris : à quelques semaines de la réouverture, il faut organiser l'arrivée de centaines d'espèces.",37.1,animalier,,"dans les coulisses du nouveau parc zoologique de paris : à quelques semaines de la réouverture, il faut organiser l'arrivée de centaines d'espèces.","['coulisse', 'parc', 'zoologique', 'pari', 'semaine', 'réouverture', 'falloir', 'organiser', 'arrivée', 'centaine', 'espèce']",coulisse parc zoologique pari semaine réouverture falloir organiser arrivée centaine espèce
642,50032,Crime obscur,documentaire,39.0,49.0,2478.31,461,0,11,330,92,175,297,472,121437.0,11035214.0,10200607.0,834607.0,"Aux États-Unis, un meurtre est commis toutes les 36 minutes. Depuis 1980, près de 200 000 homicides ne sont toujours pas résolus. Pour rendre justice aux victimes, deux super-enquêtrices, Kelly Siegler et Yolanda McClary, rouvrent les dossiers de ces crimes jamais élucidés...",37.08,affaires-criminelles,,"aux états-unis, un meurtre est commis toutes les 36 minutes. depuis 1980, près de 200 000 homicides ne sont toujours pas résolus. pour rendre justice aux victimes, deux super-enquêtrices, kelly siegler et yolanda mcclary, rouvrent les dossiers de ces crimes jamais élucidés...","['meurtre', 'commettre', 'minute', 'homicide', 'résolus', 'justice', 'victime', 'kelly', 'siegler', 'yolanda', 'mcclary', 'rouvrir', 'dossier', 'crime', 'jamais', 'élucider']",meurtre commettre minute homicide résolus justice victime kelly siegler yolanda mcclary rouvrir dossier crime jamais élucider
788,42816,Ninjago,jeunesse,37.0,117.0,1104.19,170,104,19,84,72,109,185,294,129190.0,2639586.0,2328669.0,310917.0,"Dans la ville de Ninjago, cinq élèves ninjas protègent les citoyens de nombreux ennemis : Cole, le Maître de la Terre ; Jay, le Maître de la Foudre ; Zane, le Nindroïde Maître de la Glace ; puis Kai, le Maître du Feu et Morro, le Maître du Vent.",37.07,6-8-ans,dessins-animes,"dans la ville de ninjago, cinq élèves ninjas protègent les citoyens de nombreux ennemis : cole, le maître de la terre ; jay, le maître de la foudre ; zane, le nindroïde maître de la glace ; puis kai, le maître du feu et morro, le maître du vent.","['ville', 'ninjago', 'élève', 'ninja', 'protéger', 'citoyen', 'ennemis', 'cole', 'maître', 'terre', 'jay', 'maître', 'foudre', 'zane', 'nindroïde', 'maître', 'glace', 'kai', 'maître', 'feu', 'morro', 'maître', 'vent']",ville ninjago élève ninja protéger citoyen ennemis cole maître terre jay maître foudre zane nindroïde maître glace kai maître feu morro maître vent
302,45876,La petite maison dans la prairie,series,39.0,210.0,2845.18,1424,2,56,1019,308,549,937,1486,597487.0,40964262.0,37852608.0,3111654.0,"Véritable institution dans le paysage des séries télé, La petite maison dans la prairie raconte l'histoire d'une famille de pionniers américains, les Ingalls, venue s'installer au 19ème siècle dans le Minnesota à Plum Creek près d'un village nommé Walnut Grove. La série retrace la vie de cette famille de fermiers, leurs joies, leurs drames et les épreuves qu'ils devront traverser.",36.94,drame,,"véritable institution dans le paysage des séries télé, la petite maison dans la prairie raconte l'histoire d'une famille de pionniers américains, les ingalls, venue s'installer au 19ème siècle dans le minnesota à plum creek près d'un village nommé walnut grove. la série retrace la vie de cette famille de fermiers, leurs joies, leurs drames et les épreuves qu'ils devront traverser.","['véritable', 'institution', 'paysage', 'série', 'téler', 'petit', 'maison', 'prairie', 'racont', 'histoire', 'famille', 'pionnier', 'américain', 'ingall', 'venir', 'installer', 'siècle', 'minnesota', 'plum', 'creek', 'village', 'nommé', 'walnut', 'grove', 'série', 'retracer', 'famille', 'fermier', 'joie', 'drame', 'épreuve', 'devoir', 'traverser']",véritable institution paysage série téler petit maison prairie racont histoire famille pionnier américain ingall venir installer siècle minnesota plum creek village nommé walnut grove série retracer famille fermier joie drame épreuve devoir traverser
670,42853,Montreux Comedy Festival,divertissement,36.0,1.0,7145.0,413,0,18,205,172,159,273,432,7145.0,1897311.0,1327730.0,569581.0,,36.81,culture-art-spectacle,,,,
1279,51018,Sardine de l'Espace,jeunesse,51.0,52.0,705.0,37,47,3,20,11,32,55,87,36660.0,385919.0,336608.0,49311.0,"Sardine est une jeune fille pétillante qui vit avec ses amis et son oncle le Capitaine Epaule Jaune à bord d’un vaisseau spatial. Intrépide et sans limites, cette troupe explosive vous entraîne dans des aventures rocambolesques où l’imaginatio...",36.78,6-8-ans,,"sardine est une jeune fille pétillante qui vit avec ses amis et son oncle le capitaine epaule jaune à bord d’un vaisseau spatial. intrépide et sans limites, cette troupe explosive vous entraîne dans des aventures rocambolesques où l’imaginatio...","['sardine', 'jeune', 'fille', 'pétillant', 'voir', 'ami', 'oncle', 'capitaine', 'epaule', 'jaune', 'bord', 'vaisseau', 'spatial', 'intrépide', 'limite', 'troupe', 'explosif', 'entraîne', 'aventure', 'rocambolesque', 'imaginatio']",sardine jeune fille pétillant voir ami oncle capitaine epaule jaune bord vaisseau spatial intrépide limite troupe explosif entraîne aventure rocambolesque imaginatio
